M,T,identifier,raw_s,amortized_s,cache_namespace
16,1600,cov_EmpiricalCovariance,0.001048,0.0257889375,covariance
16,1600,cov_EllipticEnvelope,0.360105,0.0257889375,covariance
16,1600,cov_GraphicalLasso,0.001833,0.0257889375,covariance
16,1600,cov_GraphicalLassoCV,0.098647,0.0257889375,covariance
16,1600,cov_LedoitWolf,0.000622,0.0257889375,covariance
16,1600,cov_MinCovDet,0.360687,0.0257889375,covariance
16,1600,cov_OAS,0.000479,0.0257889375,covariance
16,1600,cov_ShrunkCovariance,0.000493,0.0257889375,covariance
16,1600,cov-sq_EmpiricalCovariance,7.1e-05,0.0257889375,covariance
16,1600,cov-sq_EllipticEnvelope,5.9e-05,0.0257889375,covariance
16,1600,cov-sq_GraphicalLasso,6.2e-05,0.0257889375,covariance
16,1600,cov-sq_GraphicalLassoCV,5.7e-05,0.0257889375,covariance
16,1600,cov-sq_LedoitWolf,5.4e-05,0.0257889375,covariance
16,1600,cov-sq_MinCovDet,5.2e-05,0.0257889375,covariance
16,1600,cov-sq_OAS,5.7e-05,0.0257889375,covariance
16,1600,cov-sq_ShrunkCovariance,5.4e-05,0.0257889375,covariance
16,1600,prec_EmpiricalCovariance,5.8e-05,0.0257889375,covariance
16,1600,prec_EllipticEnvelope,5.4e-05,0.0257889375,covariance
16,1600,prec_GraphicalLasso,5.3e-05,0.0257889375,covariance
16,1600,prec_GraphicalLassoCV,5.3e-05,0.0257889375,covariance
16,1600,prec_LedoitWolf,5.2e-05,0.0257889375,covariance
16,1600,prec_MinCovDet,5.4e-05,0.0257889375,covariance
16,1600,prec_OAS,5.3e-05,0.0257889375,covariance
16,1600,prec_ShrunkCovariance,5.4e-05,0.0257889375,covariance
16,1600,prec-sq_EmpiricalCovariance,5.2e-05,0.0257889375,covariance
16,1600,prec-sq_EllipticEnvelope,5.3e-05,0.0257889375,covariance
16,1600,prec-sq_GraphicalLasso,5.4e-05,0.0257889375,covariance
16,1600,prec-sq_GraphicalLassoCV,5.4e-05,0.0257889375,covariance
16,1600,prec-sq_LedoitWolf,5.8e-05,0.0257889375,covariance
16,1600,prec-sq_MinCovDet,5.6e-05,0.0257889375,covariance
16,1600,prec-sq_OAS,5.5e-05,0.0257889375,covariance
16,1600,prec-sq_ShrunkCovariance,5.3e-05,0.0257889375,covariance
16,1600,spearmanr-sq,0.002898,0.002898,
16,1600,spearmanr,0.002888,0.002888,
16,1600,kendalltau-sq,0.043626,0.043626,
16,1600,kendalltau,0.043117,0.043117,
16,1600,corr_pearson_tau-1,0.000523,0.000523,
16,1600,corr_pearson_tau-2,0.000314,0.000314,
16,1600,corr_pearson_tau-3,0.000288,0.000288,
16,1600,corr_pearson_tau-4,0.000281,0.000281,
16,1600,corr_pearson_tau-5,0.000276,0.000276,
16,1600,corr_pearson_tau-1-sq,0.000263,0.000263,
16,1600,corr_pearson_tau-2-sq,0.000265,0.000265,
16,1600,corr_pearson_tau-3-sq,0.000274,0.000274,
16,1600,corr_pearson_tau-4-sq,0.000267,0.000267,
16,1600,corr_pearson_tau-5-sq,0.000258,0.000258,
16,1600,corr_pearson_tau-10,0.000251,0.000251,
16,1600,corr_pearson_tau-10-sq,0.000261,0.000261,
16,1600,corr_pearson_tau-20,0.00025,0.00025,
16,1600,corr_pearson_tau-20-sq,0.000251,0.000251,
16,1600,corr_spearman_tau-1,0.005375,0.005375,
16,1600,corr_spearman_tau-2,0.005555,0.005555,
16,1600,corr_spearman_tau-3,0.00548,0.00548,
16,1600,corr_spearman_tau-4,0.005503,0.005503,
16,1600,corr_spearman_tau-5,0.005536,0.005536,
16,1600,corr_spearman_tau-1-sq,0.005492,0.005492,
16,1600,corr_spearman_tau-2-sq,0.005406,0.005406,
16,1600,corr_spearman_tau-3-sq,0.005503,0.005503,
16,1600,corr_spearman_tau-4-sq,0.005527,0.005527,
16,1600,corr_spearman_tau-5-sq,0.005429,0.005429,
16,1600,corr_spearman_tau-10,0.005446,0.005446,
16,1600,corr_spearman_tau-10-sq,0.005475,0.005475,
16,1600,corr_spearman_tau-20,0.005293,0.005293,
16,1600,corr_spearman_tau-20-sq,0.005517,0.005517,
16,1600,corr_kendall_tau-1,0.177686,0.177686,
16,1600,corr_kendall_tau-2,0.176781,0.176781,
16,1600,corr_kendall_tau-3,0.176776,0.176776,
16,1600,corr_kendall_tau-4,0.176889,0.176889,
16,1600,corr_kendall_tau-5,0.176392,0.176392,
16,1600,corr_kendall_tau-1-sq,0.175079,0.175079,
16,1600,corr_kendall_tau-2-sq,0.175857,0.175857,
16,1600,corr_kendall_tau-3-sq,0.177383,0.177383,
16,1600,corr_kendall_tau-4-sq,0.175712,0.175712,
16,1600,corr_kendall_tau-5-sq,0.176144,0.176144,
16,1600,corr_kendall_tau-10,0.175133,0.175133,
16,1600,corr_kendall_tau-10-sq,0.176111,0.176111,
16,1600,corr_kendall_tau-20,0.174311,0.174311,
16,1600,corr_kendall_tau-20-sq,0.174898,0.174898,
16,1600,xcorr_max_sig-True,0.019361,0.019361,
16,1600,xcorr-sq_max_sig-True,0.002015,0.002015,
16,1600,xcorr_mean_sig-True,0.002117,0.002117,
16,1600,xcorr-sq_mean_sig-True,0.002199,0.002199,
16,1600,xcorr_mean_sig-False,0.000807,0.000807,
16,1600,xcorr-sq_mean_sig-False,0.000976,0.000976,
16,1600,pdist_euclidean,0.000486,0.000486,
16,1600,pdist_cityblock,0.000396,0.000396,
16,1600,pdist_cosine,0.0005,0.0005,
16,1600,pdist_chebyshev,0.000369,0.000369,
16,1600,pdist_canberra,0.000377,0.000377,
16,1600,pdist_braycurtis,0.000343,0.000343,
16,1600,dcorr,19.645903,19.645903,
16,1600,dcorr_biased,18.516192,18.516192,
16,1600,mgc,90.134693,90.134693,
16,1600,hsic,32.642316,32.642316,
16,1600,hsic_biased,31.51067,31.51067,
16,1600,hhg,4082.481762,4082.481762,
16,1600,mgcx_maxlag-1,441.441073,441.441073,
16,1600,mgcx_maxlag-10,1463.271187,1463.271187,
16,1600,dcorrx_maxlag-1,72.532509,72.532509,
16,1600,dcorrx_maxlag-10,467.689125,467.689125,
16,1600,dtw,1.380906,1.380906,
16,1600,dtw_constraint-itakura,0.920887,0.920887,
16,1600,dtw_constraint-sakoe-chiba_radius-auto,0.091577,0.091577,
16,1600,xpdist_euclidean_tau-1_min_rmse,0.002684,0.002684,
16,1600,xpdist_euclidean_tau-1_mean_rmse,0.002856,0.002856,
16,1600,softdtw,29.608941,29.608941,
16,1600,softdtw_constraint-itakura,29.609739,29.609739,
16,1600,softdtw_constraint-sakoe-chiba,29.612571,29.612571,
16,1600,lcss,5.535957,5.535957,
16,1600,lcss_constraint-itakura,6.024111,6.024111,
16,1600,lcss_constraint-sakoe-chiba,5.533426,5.533426,
16,1600,bary_euclidean_mean,0.021279,42.9798616875,barycenter
16,1600,bary_euclidean_max,0.001055,42.9798616875,barycenter
16,1600,bary_dtw_mean,28.550751,42.9798616875,barycenter
16,1600,bary_dtw_max,0.001225,42.9798616875,barycenter
16,1600,bary_sgddtw_mean,23.344447,42.9798616875,barycenter
16,1600,bary_sgddtw_max,0.001157,42.9798616875,barycenter
16,1600,bary_softdtw_mean,635.739248,42.9798616875,barycenter
16,1600,bary_softdtw_max,0.001164,42.9798616875,barycenter
16,1600,bary-sq_euclidean_mean,0.003166,42.9798616875,barycenter
16,1600,bary-sq_euclidean_max,0.001286,42.9798616875,barycenter
16,1600,bary-sq_dtw_mean,0.003176,42.9798616875,barycenter
16,1600,bary-sq_dtw_max,0.00121,42.9798616875,barycenter
16,1600,bary-sq_sgddtw_mean,0.003204,42.9798616875,barycenter
16,1600,bary-sq_sgddtw_max,0.001369,42.9798616875,barycenter
16,1600,bary-sq_softdtw_mean,0.002855,42.9798616875,barycenter
16,1600,bary-sq_softdtw_max,0.001195,42.9798616875,barycenter
16,1600,gwtau,0.023876,0.023876,
16,1600,anm,30.624016,30.624016,
16,1600,cds,4.989683,4.989683,
16,1600,reci,0.268281,0.268281,
16,1600,ccm_E-None_mean,1670.560259,448.7449912222222,ccm
16,1600,ccm_E-None_max,0.000116,448.7449912222222,ccm
16,1600,ccm_E-None_diff,0.000137,448.7449912222222,ccm
16,1600,ccm_E-1_mean,705.93896,448.7449912222222,ccm
16,1600,ccm_E-1_max,0.000116,448.7449912222222,ccm
16,1600,ccm_E-1_diff,0.000156,448.7449912222222,ccm
16,1600,ccm_E-10_mean,1662.204929,448.7449912222222,ccm
16,1600,ccm_E-10_max,0.000113,448.7449912222222,ccm
16,1600,ccm_E-10_diff,0.000135,448.7449912222222,ccm
16,1600,je_gaussian,0.000509,0.000509,
16,1600,je_kozachenko,0.120302,0.120302,
16,1600,je_kernel_W-0.5,1.179626,1.179626,
16,1600,ce_gaussian,0.000435,0.000435,
16,1600,ce_kozachenko,0.012645,0.012645,
16,1600,ce_kernel_W-0.5,0.043632,0.043632,
16,1600,cce_gaussian,0.224678,0.224678,
16,1600,cce_kozachenko,11.811338,11.811338,
16,1600,cce_kernel_W-0.5,46.270462,46.270462,
16,1600,xme_gaussian_k1,0.022462,0.022462,
16,1600,xme_kozachenko_k1,0.427012,0.427012,
16,1600,xme_kernel_W-0.5_k1,3.002323,3.002323,
16,1600,xme_gaussian_k10,0.073319,0.073319,
16,1600,xme_kozachenko_k10,5.771664,5.771664,
16,1600,xme_kernel_W-0.5_k10,14.606867,14.606867,
16,1600,di_gaussian,0.076573,0.076573,
16,1600,di_kozachenko,1.748244,1.748244,
16,1600,di_kernel_W-0.5,14.557515,14.557515,
16,1600,si_gaussian_k-1,0.074335,0.074335,
16,1600,si_kozachenko_k-1,1.657919,1.657919,
16,1600,si_kernel_W-0.5_k-1,12.212226,12.212226,
16,1600,mi_gaussian,0.000337,0.000337,
16,1600,mi_kraskov_NN-4,2.30133,2.30133,
16,1600,mi_kraskov_NN-4_DCE,2.473518,2.473518,
16,1600,mi_kernel_W-0.25,2.620937,2.620937,
16,1600,tlmi_gaussian,0.000437,0.000437,
16,1600,tlmi_kraskov_NN-4,4.57257,4.57257,
16,1600,tlmi_kraskov_NN-4_DCE,4.749054,4.749054,
16,1600,tlmi_kernel_W-0.25,2.622891,2.622891,
16,1600,te_kraskov_NN-4_k-max-10_tau-max-4,96.316995,96.316995,
16,1600,te_kraskov_NN-4_DCE_k-max-10_tau-max-4,102.622374,102.622374,
16,1600,te_kraskov_NN-4_DCE_k-2_kt-1_l-1_lt-1,18.032432,18.032432,
16,1600,te_kraskov_NN-4_DCE_k-1_kt-1_l-1_lt-1,18.246513,18.246513,
16,1600,te_kraskov_NN-4_k-1_kt-1_l-1_lt-1,10.033466,10.033466,
16,1600,te_kernel_W-0.25_k-1,5.173866,5.173866,
16,1600,gc_gaussian_k-max-10_tau-max-2,0.940122,0.940122,
16,1600,gc_gaussian_k-1_kt-1_l-1_lt-1,0.046717,0.046717,
16,1600,te_symbolic_k-1_kt-1_l-1_lt-1,0.790475,0.790475,
16,1600,te_symbolic_k-10_kt-1_l-1_lt-1,2.922793,2.922793,
16,1600,phi_star_t-1_norm-0,0.156265,0.156265,
16,1600,phi_star_t-1_norm-1,0.162909,0.162909,
16,1600,phi_Geo_t-1_norm-0,0.431634,0.431634,
16,1600,phi_Geo_t-1_norm-1,0.439717,0.439717,
16,1600,phase_multitaper_mean_fs-1_fmin-0_fmax-0-5,0.037509,0.07392469047619048,spectral_mv
16,1600,phase_multitaper_mean_fs-1_fmin-0_fmax-0-25,0.032755,0.07392469047619048,spectral_mv
16,1600,phase_multitaper_mean_fs-1_fmin-0-25_fmax-0-5,0.000368,0.07392469047619048,spectral_mv
16,1600,phase_multitaper_max_fs-1_fmin-0_fmax-0-5,0.00033,0.07392469047619048,spectral_mv
16,1600,phase_multitaper_max_fs-1_fmin-0_fmax-0-25,0.000182,0.07392469047619048,spectral_mv
16,1600,phase_multitaper_max_fs-1_fmin-0-25_fmax-0-5,0.000171,0.07392469047619048,spectral_mv
16,1600,cohmag_multitaper_mean_fs-1_fmin-0_fmax-0-5,0.031967,0.07392469047619048,spectral_mv
16,1600,cohmag_multitaper_mean_fs-1_fmin-0_fmax-0-25,0.000418,0.07392469047619048,spectral_mv
16,1600,cohmag_multitaper_mean_fs-1_fmin-0-25_fmax-0-5,0.000351,0.07392469047619048,spectral_mv
16,1600,cohmag_multitaper_max_fs-1_fmin-0_fmax-0-5,0.000286,0.07392469047619048,spectral_mv
16,1600,cohmag_multitaper_max_fs-1_fmin-0_fmax-0-25,0.000181,0.07392469047619048,spectral_mv
16,1600,cohmag_multitaper_max_fs-1_fmin-0-25_fmax-0-5,0.000149,0.07392469047619048,spectral_mv
16,1600,icoh_multitaper_mean_fs-1_fmin-0_fmax-0-5,0.031849,0.07392469047619048,spectral_mv
16,1600,icoh_multitaper_mean_fs-1_fmin-0_fmax-0-25,0.000376,0.07392469047619048,spectral_mv
16,1600,icoh_multitaper_mean_fs-1_fmin-0-25_fmax-0-5,0.000322,0.07392469047619048,spectral_mv
16,1600,icoh_multitaper_max_fs-1_fmin-0_fmax-0-5,0.000277,0.07392469047619048,spectral_mv
16,1600,icoh_multitaper_max_fs-1_fmin-0_fmax-0-25,0.000175,0.07392469047619048,spectral_mv
16,1600,icoh_multitaper_max_fs-1_fmin-0-25_fmax-0-5,0.000156,0.07392469047619048,spectral_mv
16,1600,psi_multitaper_mean_fs-1_fmin-0_fmax-0-5,0.816204,0.07392469047619048,spectral_mv
16,1600,psi_multitaper_mean_fs-1_fmin-0_fmax-0-25,0.814799,0.07392469047619048,spectral_mv
16,1600,psi_multitaper_mean_fs-1_fmin-0-25_fmax-0-5,0.812908,0.07392469047619048,spectral_mv
16,1600,plv_multitaper_mean_fs-1_fmin-0_fmax-0-5,0.043095,0.07392469047619048,spectral_mv
16,1600,plv_multitaper_mean_fs-1_fmin-0_fmax-0-25,0.00051,0.07392469047619048,spectral_mv
16,1600,plv_multitaper_mean_fs-1_fmin-0-25_fmax-0-5,0.000442,0.07392469047619048,spectral_mv
16,1600,plv_multitaper_max_fs-1_fmin-0_fmax-0-5,0.000389,0.07392469047619048,spectral_mv
16,1600,plv_multitaper_max_fs-1_fmin-0_fmax-0-25,0.000237,0.07392469047619048,spectral_mv
16,1600,plv_multitaper_max_fs-1_fmin-0-25_fmax-0-5,0.000219,0.07392469047619048,spectral_mv
16,1600,pli_multitaper_mean_fs-1_fmin-0_fmax-0-5,0.029792,0.07392469047619048,spectral_mv
16,1600,pli_multitaper_mean_fs-1_fmin-0_fmax-0-25,0.000374,0.07392469047619048,spectral_mv
16,1600,pli_multitaper_mean_fs-1_fmin-0-25_fmax-0-5,0.000331,0.07392469047619048,spectral_mv
16,1600,pli_multitaper_max_fs-1_fmin-0_fmax-0-5,0.000282,0.07392469047619048,spectral_mv
16,1600,pli_multitaper_max_fs-1_fmin-0_fmax-0-25,0.000181,0.07392469047619048,spectral_mv
16,1600,pli_multitaper_max_fs-1_fmin-0-25_fmax-0-5,0.00016,0.07392469047619048,spectral_mv
16,1600,wpli_multitaper_mean_fs-1_fmin-0_fmax-0-5,0.037633,0.07392469047619048,spectral_mv
16,1600,wpli_multitaper_mean_fs-1_fmin-0_fmax-0-25,0.000413,0.07392469047619048,spectral_mv
16,1600,wpli_multitaper_mean_fs-1_fmin-0-25_fmax-0-5,0.000327,0.07392469047619048,spectral_mv
16,1600,wpli_multitaper_max_fs-1_fmin-0_fmax-0-5,0.000276,0.07392469047619048,spectral_mv
16,1600,wpli_multitaper_max_fs-1_fmin-0_fmax-0-25,0.000174,0.07392469047619048,spectral_mv
16,1600,wpli_multitaper_max_fs-1_fmin-0-25_fmax-0-5,0.000151,0.07392469047619048,spectral_mv
16,1600,dspli_multitaper_mean_fs-1_fmin-0_fmax-0-5,0.029508,0.07392469047619048,spectral_mv
16,1600,dspli_multitaper_mean_fs-1_fmin-0_fmax-0-25,0.000403,0.07392469047619048,spectral_mv
16,1600,dspli_multitaper_mean_fs-1_fmin-0-25_fmax-0-5,0.000346,0.07392469047619048,spectral_mv
16,1600,dspli_multitaper_max_fs-1_fmin-0_fmax-0-5,0.0003,0.07392469047619048,spectral_mv
16,1600,dspli_multitaper_max_fs-1_fmin-0_fmax-0-25,0.000183,0.07392469047619048,spectral_mv
16,1600,dspli_multitaper_max_fs-1_fmin-0-25_fmax-0-5,0.00016,0.07392469047619048,spectral_mv
16,1600,dswpli_multitaper_mean_fs-1_fmin-0_fmax-0-5,0.048885,0.07392469047619048,spectral_mv
16,1600,dswpli_multitaper_mean_fs-1_fmin-0_fmax-0-25,0.000503,0.07392469047619048,spectral_mv
16,1600,dswpli_multitaper_mean_fs-1_fmin-0-25_fmax-0-5,0.000395,0.07392469047619048,spectral_mv
16,1600,dswpli_multitaper_max_fs-1_fmin-0_fmax-0-5,0.00033,0.07392469047619048,spectral_mv
16,1600,dswpli_multitaper_max_fs-1_fmin-0_fmax-0-25,0.000207,0.07392469047619048,spectral_mv
16,1600,dswpli_multitaper_max_fs-1_fmin-0-25_fmax-0-5,0.000164,0.07392469047619048,spectral_mv
16,1600,ppc_multitaper_mean_fs-1_fmin-0_fmax-0-5,0.04191,0.07392469047619048,spectral_mv
16,1600,ppc_multitaper_mean_fs-1_fmin-0_fmax-0-25,0.000489,0.07392469047619048,spectral_mv
16,1600,ppc_multitaper_mean_fs-1_fmin-0-25_fmax-0-5,0.000389,0.07392469047619048,spectral_mv
16,1600,ppc_multitaper_max_fs-1_fmin-0_fmax-0-5,0.000379,0.07392469047619048,spectral_mv
16,1600,ppc_multitaper_max_fs-1_fmin-0_fmax-0-25,0.000219,0.07392469047619048,spectral_mv
16,1600,ppc_multitaper_max_fs-1_fmin-0-25_fmax-0-5,0.000193,0.07392469047619048,spectral_mv
16,1600,dtf_multitaper_mean_fs-1_fmin-0_fmax-0-5,15.971692,2.913699366666667,spectral_bv
16,1600,dtf_multitaper_mean_fs-1_fmin-0_fmax-0-25,0.003683,2.913699366666667,spectral_bv
16,1600,dtf_multitaper_mean_fs-1_fmin-0-25_fmax-0-5,0.003637,2.913699366666667,spectral_bv
16,1600,dtf_multitaper_max_fs-1_fmin-0_fmax-0-5,0.002685,2.913699366666667,spectral_bv
16,1600,dtf_multitaper_max_fs-1_fmin-0_fmax-0-25,0.002063,2.913699366666667,spectral_bv
16,1600,dtf_multitaper_max_fs-1_fmin-0-25_fmax-0-5,0.002079,2.913699366666667,spectral_bv
16,1600,dcoh_multitaper_mean_fs-1_fmin-0_fmax-0-5,17.717275,2.913699366666667,spectral_bv
16,1600,dcoh_multitaper_mean_fs-1_fmin-0_fmax-0-25,0.004323,2.913699366666667,spectral_bv
16,1600,dcoh_multitaper_mean_fs-1_fmin-0-25_fmax-0-5,0.003997,2.913699366666667,spectral_bv
16,1600,dcoh_multitaper_max_fs-1_fmin-0_fmax-0-5,0.002709,2.913699366666667,spectral_bv
16,1600,dcoh_multitaper_max_fs-1_fmin-0_fmax-0-25,0.00206,2.913699366666667,spectral_bv
16,1600,dcoh_multitaper_max_fs-1_fmin-0-25_fmax-0-5,0.002091,2.913699366666667,spectral_bv
16,1600,pdcoh_multitaper_mean_fs-1_fmin-0_fmax-0-5,11.987084,2.913699366666667,spectral_bv
16,1600,pdcoh_multitaper_mean_fs-1_fmin-0_fmax-0-25,0.003694,2.913699366666667,spectral_bv
16,1600,pdcoh_multitaper_mean_fs-1_fmin-0-25_fmax-0-5,0.003606,2.913699366666667,spectral_bv
16,1600,pdcoh_multitaper_max_fs-1_fmin-0_fmax-0-5,0.002615,2.913699366666667,spectral_bv
16,1600,pdcoh_multitaper_max_fs-1_fmin-0_fmax-0-25,0.002047,2.913699366666667,spectral_bv
16,1600,pdcoh_multitaper_max_fs-1_fmin-0-25_fmax-0-5,0.002143,2.913699366666667,spectral_bv
16,1600,gpdcoh_multitaper_mean_fs-1_fmin-0_fmax-0-5,17.814871,2.913699366666667,spectral_bv
16,1600,gpdcoh_multitaper_mean_fs-1_fmin-0_fmax-0-25,0.003622,2.913699366666667,spectral_bv
16,1600,gpdcoh_multitaper_mean_fs-1_fmin-0-25_fmax-0-5,0.003612,2.913699366666667,spectral_bv
16,1600,gpdcoh_multitaper_max_fs-1_fmin-0_fmax-0-5,0.002566,2.913699366666667,spectral_bv
16,1600,gpdcoh_multitaper_max_fs-1_fmin-0_fmax-0-25,0.002041,2.913699366666667,spectral_bv
16,1600,gpdcoh_multitaper_max_fs-1_fmin-0-25_fmax-0-5,0.00209,2.913699366666667,spectral_bv
16,1600,ddtf_multitaper_mean_fs-1_fmin-0_fmax-0-5,23.848683,2.913699366666667,spectral_bv
16,1600,ddtf_multitaper_mean_fs-1_fmin-0_fmax-0-25,0.003655,2.913699366666667,spectral_bv
16,1600,ddtf_multitaper_mean_fs-1_fmin-0-25_fmax-0-5,0.003554,2.913699366666667,spectral_bv
16,1600,ddtf_multitaper_max_fs-1_fmin-0_fmax-0-5,0.002606,2.913699366666667,spectral_bv
16,1600,ddtf_multitaper_max_fs-1_fmin-0_fmax-0-25,0.002097,2.913699366666667,spectral_bv
16,1600,ddtf_multitaper_max_fs-1_fmin-0-25_fmax-0-5,0.002101,2.913699366666667,spectral_bv
16,1600,gd_multitaper_delay_fs-1_fmin-0_fmax-0-5,0.062575,0.07392469047619048,spectral_mv
16,1600,gd_multitaper_delay_fs-1_fmin-0_fmax-0-25,0.055999,0.07392469047619048,spectral_mv
16,1600,gd_multitaper_delay_fs-1_fmin-0-25_fmax-0-5,0.055689,0.07392469047619048,spectral_mv
16,1600,sgc_nonparametric_mean_fs-1_fmin-0_fmax-0-5,2.96593,0.07392469047619048,spectral_mv
16,1600,sgc_nonparametric_mean_fs-1_fmin-0_fmax-0-25,0.000516,0.07392469047619048,spectral_mv
16,1600,sgc_nonparametric_mean_fs-1_fmin-0-25_fmax-0-5,0.000459,0.07392469047619048,spectral_mv
16,1600,sgc_nonparametric_max_fs-1_fmin-0_fmax-0-5,0.00056,0.07392469047619048,spectral_mv
16,1600,sgc_nonparametric_max_fs-1_fmin-0_fmax-0-25,0.000285,0.07392469047619048,spectral_mv
16,1600,sgc_nonparametric_max_fs-1_fmin-0-25_fmax-0-5,0.000268,0.07392469047619048,spectral_mv
16,1600,sgc_parametric_mean_fs-1_fmin-0_fmax-0-5_order-None,0.04041,0.07392469047619048,spectral_mv
16,1600,sgc_parametric_mean_fs-1_fmin-0_fmax-0-25_order-None,0.000361,0.07392469047619048,spectral_mv
16,1600,sgc_parametric_mean_fs-1_fmin-0-25_fmax-0-5_order-None,0.000355,0.07392469047619048,spectral_mv
16,1600,sgc_parametric_mean_fs-1_fmin-1e-05_fmax-0-5_order-1,0.034306,0.07392469047619048,spectral_mv
16,1600,sgc_parametric_mean_fs-1_fmin-0_fmax-0-25_order-1,0.000365,0.07392469047619048,spectral_mv
16,1600,sgc_parametric_mean_fs-1_fmin-0-25_fmax-0-5_order-1,0.000356,0.07392469047619048,spectral_mv
16,1600,sgc_parametric_mean_fs-1_fmin-1e-05_fmax-0-5_order-20,0.166544,0.07392469047619048,spectral_mv
16,1600,sgc_parametric_mean_fs-1_fmin-0_fmax-0-25_order-20,0.000367,0.07392469047619048,spectral_mv
16,1600,sgc_parametric_mean_fs-1_fmin-0-25_fmax-0-5_order-20,0.00034,0.07392469047619048,spectral_mv
16,1600,sgc_parametric_max_fs-1_fmin-1e-05_fmax-0-5_order-None,0.000363,0.07392469047619048,spectral_mv
16,1600,sgc_parametric_max_fs-1_fmin-0_fmax-0-25_order-None,0.00022,0.07392469047619048,spectral_mv
16,1600,sgc_parametric_max_fs-1_fmin-0-25_fmax-0-5_order-None,0.000211,0.07392469047619048,spectral_mv
16,1600,sgc_parametric_max_fs-1_fmin-1e-05_fmax-0-5_order-1,0.000348,0.07392469047619048,spectral_mv
16,1600,sgc_parametric_max_fs-1_fmin-0_fmax-0-25_order-1,0.000206,0.07392469047619048,spectral_mv
16,1600,sgc_parametric_max_fs-1_fmin-0-25_fmax-0-5_order-1,0.000206,0.07392469047619048,spectral_mv
16,1600,sgc_parametric_max_fs-1_fmin-1e-05_fmax-0-5_order-20,0.000349,0.07392469047619048,spectral_mv
16,1600,sgc_parametric_max_fs-1_fmin-0_fmax-0-25_order-20,0.000203,0.07392469047619048,spectral_mv
16,1600,sgc_parametric_max_fs-1_fmin-0-25_fmax-0-5_order-20,0.000201,0.07392469047619048,spectral_mv
16,1600,psi_wavelet_mean_fs-1_fmin-0_fmax-0-5_mean,60.356493,60.356493,
16,1600,psi_wavelet_mean_fs-1_fmin-0_fmax-0-25_mean,60.381413,60.381413,
16,1600,psi_wavelet_mean_fs-1_fmin-0-25_fmax-0-5_mean,0.09275,0.09275,
16,1600,psi_wavelet_max_fs-1_fmin-0_fmax-0-5_max,0.00102,0.00102,
16,1600,psi_wavelet_max_fs-1_fmin-0_fmax-0-25_max,0.000369,0.000369,
16,1600,psi_wavelet_max_fs-1_fmin-0-25_fmax-0-5_max,0.000275,0.000275,
16,1600,lmfit_Ridge,0.12175,0.12175,
16,1600,lmfit_Lasso,0.138867,0.138867,
16,1600,lmfit_SGDRegressor,0.210994,0.210994,
16,1600,lmfit_ElasticNet,0.139726,0.139726,
16,1600,lmfit_BayesianRidge,0.143485,0.143485,
16,1600,gpfit_DotProduct,1376.533883,1376.533883,
16,1600,gpfit_RBF,2214.389576,2214.389576,
16,1600,coint_johansen_max_eig_stat_order-0_ardiff-10,0.235954,0.23980081818181817,coint
16,1600,coint_johansen_trace_stat_order-0_ardiff-10,0.000207,0.23980081818181817,coint
16,1600,coint_johansen_max_eig_stat_order-0_ardiff-1,0.087744,0.23980081818181817,coint
16,1600,coint_johansen_trace_stat_order-0_ardiff-1,0.000211,0.23980081818181817,coint
16,1600,coint_johansen_max_eig_stat_order-1_ardiff-10,0.24772,0.23980081818181817,coint
16,1600,coint_johansen_trace_stat_order-1_ardiff-10,0.000223,0.23980081818181817,coint
16,1600,coint_johansen_max_eig_stat_order-1_ardiff-1,0.100187,0.23980081818181817,coint
16,1600,coint_johansen_trace_stat_order-1_ardiff-1,0.000207,0.23980081818181817,coint
16,1600,coint_aeg_tstat_trend-c_autolag-aic_maxlag-10,0.655667,0.23980081818181817,coint
16,1600,coint_aeg_tstat_trend-ct_autolag-aic_maxlag-10,0.66027,0.23980081818181817,coint
16,1600,coint_aeg_tstat_trend-ct_autolag-bic_maxlag-10,0.649419,0.23980081818181817,coint
16,1600,pec,0.003083,0.003083,
16,1600,pec_orth,0.003629,0.003629,
16,1600,pec_log,0.00219,0.00219,
16,1600,pec_orth_log,0.004945,0.004945,
16,1600,pec_orth_abs,0.003531,0.003531,
16,1600,pec_orth_log_abs,0.00483,0.00483,
16,1600,ids,0.005891,0.005891,
16,200,cov_EmpiricalCovariance,0.00111,0.00440353125,covariance
16,200,cov_EllipticEnvelope,0.018367,0.00440353125,covariance
16,200,cov_GraphicalLasso,0.001703,0.00440353125,covariance
16,200,cov_GraphicalLassoCV,0.09909,0.00440353125,covariance
16,200,cov_LedoitWolf,0.000495,0.00440353125,covariance
16,200,cov_MinCovDet,0.017654,0.00440353125,covariance
16,200,cov_OAS,0.000408,0.00440353125,covariance
16,200,cov_ShrunkCovariance,0.000434,0.00440353125,covariance
16,200,cov-sq_EmpiricalCovariance,7e-05,0.00440353125,covariance
16,200,cov-sq_EllipticEnvelope,6.4e-05,0.00440353125,covariance
16,200,cov-sq_GraphicalLasso,5.9e-05,0.00440353125,covariance
16,200,cov-sq_GraphicalLassoCV,6.1e-05,0.00440353125,covariance
16,200,cov-sq_LedoitWolf,5.8e-05,0.00440353125,covariance
16,200,cov-sq_MinCovDet,5.8e-05,0.00440353125,covariance
16,200,cov-sq_OAS,5.7e-05,0.00440353125,covariance
16,200,cov-sq_ShrunkCovariance,5.4e-05,0.00440353125,covariance
