M,T,identifier,raw_s,amortized_s,cache_namespace
32,200,dspli_multitaper_mean_fs-1_fmin-0_fmax-0-25,0.000237,0.04447388095238095,spectral_mv
32,200,dspli_multitaper_mean_fs-1_fmin-0-25_fmax-0-5,0.000217,0.04447388095238095,spectral_mv
32,200,dspli_multitaper_max_fs-1_fmin-0_fmax-0-5,0.000188,0.04447388095238095,spectral_mv
32,200,dspli_multitaper_max_fs-1_fmin-0_fmax-0-25,0.000136,0.04447388095238095,spectral_mv
32,200,dspli_multitaper_max_fs-1_fmin-0-25_fmax-0-5,0.000114,0.04447388095238095,spectral_mv
32,200,dswpli_multitaper_mean_fs-1_fmin-0_fmax-0-5,0.015086,0.04447388095238095,spectral_mv
32,200,dswpli_multitaper_mean_fs-1_fmin-0_fmax-0-25,0.000291,0.04447388095238095,spectral_mv
32,200,dswpli_multitaper_mean_fs-1_fmin-0-25_fmax-0-5,0.000242,0.04447388095238095,spectral_mv
32,200,dswpli_multitaper_max_fs-1_fmin-0_fmax-0-5,0.000208,0.04447388095238095,spectral_mv
32,200,dswpli_multitaper_max_fs-1_fmin-0_fmax-0-25,0.000142,0.04447388095238095,spectral_mv
32,200,dswpli_multitaper_max_fs-1_fmin-0-25_fmax-0-5,0.000124,0.04447388095238095,spectral_mv
32,200,ppc_multitaper_mean_fs-1_fmin-0_fmax-0-5,0.014865,0.04447388095238095,spectral_mv
32,200,ppc_multitaper_mean_fs-1_fmin-0_fmax-0-25,0.000298,0.04447388095238095,spectral_mv
32,200,ppc_multitaper_mean_fs-1_fmin-0-25_fmax-0-5,0.000238,0.04447388095238095,spectral_mv
32,200,ppc_multitaper_max_fs-1_fmin-0_fmax-0-5,0.000224,0.04447388095238095,spectral_mv
32,200,ppc_multitaper_max_fs-1_fmin-0_fmax-0-25,0.00016,0.04447388095238095,spectral_mv
32,200,ppc_multitaper_max_fs-1_fmin-0-25_fmax-0-5,0.000139,0.04447388095238095,spectral_mv
32,200,dtf_multitaper_mean_fs-1_fmin-0_fmax-0-5,11.526141,2.2041555666666666,spectral_bv
32,200,dtf_multitaper_mean_fs-1_fmin-0_fmax-0-25,0.013066,2.2041555666666666,spectral_bv
32,200,dtf_multitaper_mean_fs-1_fmin-0-25_fmax-0-5,0.012098,2.2041555666666666,spectral_bv
32,200,dtf_multitaper_max_fs-1_fmin-0_fmax-0-5,0.006889,2.2041555666666666,spectral_bv
32,200,dtf_multitaper_max_fs-1_fmin-0_fmax-0-25,0.006488,2.2041555666666666,spectral_bv
32,200,dtf_multitaper_max_fs-1_fmin-0-25_fmax-0-5,0.006392,2.2041555666666666,spectral_bv
32,200,dcoh_multitaper_mean_fs-1_fmin-0_fmax-0-5,13.481102,2.2041555666666666,spectral_bv
32,200,dcoh_multitaper_mean_fs-1_fmin-0_fmax-0-25,0.012251,2.2041555666666666,spectral_bv
32,200,dcoh_multitaper_mean_fs-1_fmin-0-25_fmax-0-5,0.011999,2.2041555666666666,spectral_bv
32,200,dcoh_multitaper_max_fs-1_fmin-0_fmax-0-5,0.006846,2.2041555666666666,spectral_bv
32,200,dcoh_multitaper_max_fs-1_fmin-0_fmax-0-25,0.006441,2.2041555666666666,spectral_bv
32,200,dcoh_multitaper_max_fs-1_fmin-0-25_fmax-0-5,0.006328,2.2041555666666666,spectral_bv
32,200,pdcoh_multitaper_mean_fs-1_fmin-0_fmax-0-5,9.146951,2.2041555666666666,spectral_bv
32,200,pdcoh_multitaper_mean_fs-1_fmin-0_fmax-0-25,0.012176,2.2041555666666666,spectral_bv
32,200,pdcoh_multitaper_mean_fs-1_fmin-0-25_fmax-0-5,0.011971,2.2041555666666666,spectral_bv
32,200,pdcoh_multitaper_max_fs-1_fmin-0_fmax-0-5,0.006867,2.2041555666666666,spectral_bv
32,200,pdcoh_multitaper_max_fs-1_fmin-0_fmax-0-25,0.006476,2.2041555666666666,spectral_bv
32,200,pdcoh_multitaper_max_fs-1_fmin-0-25_fmax-0-5,0.006361,2.2041555666666666,spectral_bv
32,200,gpdcoh_multitaper_mean_fs-1_fmin-0_fmax-0-5,13.597856,2.2041555666666666,spectral_bv
32,200,gpdcoh_multitaper_mean_fs-1_fmin-0_fmax-0-25,0.012175,2.2041555666666666,spectral_bv
32,200,gpdcoh_multitaper_mean_fs-1_fmin-0-25_fmax-0-5,0.0121,2.2041555666666666,spectral_bv
32,200,gpdcoh_multitaper_max_fs-1_fmin-0_fmax-0-5,0.00686,2.2041555666666666,spectral_bv
32,200,gpdcoh_multitaper_max_fs-1_fmin-0_fmax-0-25,0.006508,2.2041555666666666,spectral_bv
32,200,gpdcoh_multitaper_max_fs-1_fmin-0-25_fmax-0-5,0.006368,2.2041555666666666,spectral_bv
32,200,ddtf_multitaper_mean_fs-1_fmin-0_fmax-0-5,18.151384,2.2041555666666666,spectral_bv
32,200,ddtf_multitaper_mean_fs-1_fmin-0_fmax-0-25,0.012868,2.2041555666666666,spectral_bv
32,200,ddtf_multitaper_mean_fs-1_fmin-0-25_fmax-0-5,0.01201,2.2041555666666666,spectral_bv
32,200,ddtf_multitaper_max_fs-1_fmin-0_fmax-0-5,0.006847,2.2041555666666666,spectral_bv
32,200,ddtf_multitaper_max_fs-1_fmin-0_fmax-0-25,0.006491,2.2041555666666666,spectral_bv
32,200,ddtf_multitaper_max_fs-1_fmin-0-25_fmax-0-5,0.006357,2.2041555666666666,spectral_bv
32,200,gd_multitaper_delay_fs-1_fmin-0_fmax-0-5,0.094668,0.04447388095238095,spectral_mv
32,200,gd_multitaper_delay_fs-1_fmin-0_fmax-0-25,0.068034,0.04447388095238095,spectral_mv
32,200,gd_multitaper_delay_fs-1_fmin-0-25_fmax-0-5,0.067404,0.04447388095238095,spectral_mv
32,200,sgc_nonparametric_mean_fs-1_fmin-0_fmax-0-5,2.271284,0.04447388095238095,spectral_mv
32,200,sgc_nonparametric_mean_fs-1_fmin-0_fmax-0-25,0.000328,0.04447388095238095,spectral_mv
32,200,sgc_nonparametric_mean_fs-1_fmin-0-25_fmax-0-5,0.000289,0.04447388095238095,spectral_mv
32,200,sgc_nonparametric_max_fs-1_fmin-0_fmax-0-5,0.000342,0.04447388095238095,spectral_mv
32,200,sgc_nonparametric_max_fs-1_fmin-0_fmax-0-25,0.000193,0.04447388095238095,spectral_mv
32,200,sgc_nonparametric_max_fs-1_fmin-0-25_fmax-0-5,0.000182,0.04447388095238095,spectral_mv
32,200,sgc_parametric_mean_fs-1_fmin-0_fmax-0-5_order-None,0.160575,0.04447388095238095,spectral_mv
32,200,sgc_parametric_mean_fs-1_fmin-0_fmax-0-25_order-None,0.001228,0.04447388095238095,spectral_mv
32,200,sgc_parametric_mean_fs-1_fmin-0-25_fmax-0-5_order-None,0.001208,0.04447388095238095,spectral_mv
32,200,sgc_parametric_mean_fs-1_fmin-1e-05_fmax-0-5_order-1,0.135683,0.04447388095238095,spectral_mv
32,200,sgc_parametric_mean_fs-1_fmin-0_fmax-0-25_order-1,0.001185,0.04447388095238095,spectral_mv
32,200,sgc_parametric_mean_fs-1_fmin-0-25_fmax-0-5_order-1,0.001199,0.04447388095238095,spectral_mv
32,200,sgc_parametric_mean_fs-1_fmin-1e-05_fmax-0-5_order-20,0.630404,0.04447388095238095,spectral_mv
32,200,sgc_parametric_mean_fs-1_fmin-0_fmax-0-25_order-20,0.001225,0.04447388095238095,spectral_mv
32,200,sgc_parametric_mean_fs-1_fmin-0-25_fmax-0-5_order-20,0.001178,0.04447388095238095,spectral_mv
32,200,sgc_parametric_max_fs-1_fmin-1e-05_fmax-0-5_order-None,0.002099,0.04447388095238095,spectral_mv
32,200,sgc_parametric_max_fs-1_fmin-0_fmax-0-25_order-None,0.000796,0.04447388095238095,spectral_mv
32,200,sgc_parametric_max_fs-1_fmin-0-25_fmax-0-5_order-None,0.000832,0.04447388095238095,spectral_mv
32,200,sgc_parametric_max_fs-1_fmin-1e-05_fmax-0-5_order-1,0.001944,0.04447388095238095,spectral_mv
32,200,sgc_parametric_max_fs-1_fmin-0_fmax-0-25_order-1,0.000806,0.04447388095238095,spectral_mv
32,200,sgc_parametric_max_fs-1_fmin-0-25_fmax-0-5_order-1,0.00082,0.04447388095238095,spectral_mv
32,200,sgc_parametric_max_fs-1_fmin-1e-05_fmax-0-5_order-20,0.001459,0.04447388095238095,spectral_mv
32,200,sgc_parametric_max_fs-1_fmin-0_fmax-0-25_order-20,0.000743,0.04447388095238095,spectral_mv
32,200,sgc_parametric_max_fs-1_fmin-0-25_fmax-0-5_order-20,0.000758,0.04447388095238095,spectral_mv
32,200,psi_wavelet_mean_fs-1_fmin-0_fmax-0-5_mean,118.167916,118.167916,
32,200,psi_wavelet_mean_fs-1_fmin-0_fmax-0-25_mean,118.112757,118.112757,
32,200,psi_wavelet_mean_fs-1_fmin-0-25_fmax-0-5_mean,0.043517,0.043517,
32,200,psi_wavelet_max_fs-1_fmin-0_fmax-0-5_max,0.000675,0.000675,
32,200,psi_wavelet_max_fs-1_fmin-0_fmax-0-25_max,0.000337,0.000337,
32,200,psi_wavelet_max_fs-1_fmin-0-25_fmax-0-5_max,0.000248,0.000248,
32,200,lmfit_Ridge,0.472874,0.472874,
32,200,lmfit_Lasso,0.554193,0.554193,
32,200,lmfit_SGDRegressor,0.560833,0.560833,
32,200,lmfit_ElasticNet,0.554646,0.554646,
32,200,lmfit_BayesianRidge,0.570551,0.570551,
32,200,gpfit_DotProduct,43.042512,43.042512,
32,200,gpfit_RBF,69.943793,69.943793,
32,200,coint_johansen_max_eig_stat_order-0_ardiff-10,0.416485,0.4354107272727273,coint
32,200,coint_johansen_trace_stat_order-0_ardiff-10,0.000527,0.4354107272727273,coint
32,200,coint_johansen_max_eig_stat_order-0_ardiff-1,0.259052,0.4354107272727273,coint
32,200,coint_johansen_trace_stat_order-0_ardiff-1,0.000523,0.4354107272727273,coint
32,200,coint_johansen_max_eig_stat_order-1_ardiff-10,0.430894,0.4354107272727273,coint
32,200,coint_johansen_trace_stat_order-1_ardiff-10,0.000534,0.4354107272727273,coint
32,200,coint_johansen_max_eig_stat_order-1_ardiff-1,0.276634,0.4354107272727273,coint
32,200,coint_johansen_trace_stat_order-1_ardiff-1,0.00052,0.4354107272727273,coint
32,200,coint_aeg_tstat_trend-c_autolag-aic_maxlag-10,1.130641,0.4354107272727273,coint
32,200,coint_aeg_tstat_trend-ct_autolag-aic_maxlag-10,1.139016,0.4354107272727273,coint
32,200,coint_aeg_tstat_trend-ct_autolag-bic_maxlag-10,1.134692,0.4354107272727273,coint
32,200,pec,0.003057,0.003057,
32,200,pec_orth,0.00272,0.00272,
32,200,pec_log,0.001704,0.001704,
32,200,pec_orth_log,0.003449,0.003449,
32,200,pec_orth_abs,0.002662,0.002662,
32,200,pec_orth_log_abs,0.003321,0.003321,
32,200,ids,0.002082,0.002082,
32,400,cov_EmpiricalCovariance,0.019334,0.00953071875,covariance
32,400,cov_EllipticEnvelope,0.044569,0.00953071875,covariance
32,400,cov_GraphicalLasso,0.003158,0.00953071875,covariance
32,400,cov_GraphicalLassoCV,0.196308,0.00953071875,covariance
32,400,cov_LedoitWolf,0.000721,0.00953071875,covariance
32,400,cov_MinCovDet,0.037852,0.00953071875,covariance
32,400,cov_OAS,0.000598,0.00953071875,covariance
32,400,cov_ShrunkCovariance,0.000639,0.00953071875,covariance
32,400,cov-sq_EmpiricalCovariance,8.9e-05,0.00953071875,covariance
32,400,cov-sq_EllipticEnvelope,8.5e-05,0.00953071875,covariance
32,400,cov-sq_GraphicalLasso,7.4e-05,0.00953071875,covariance
32,400,cov-sq_GraphicalLassoCV,7.9e-05,0.00953071875,covariance
32,400,cov-sq_LedoitWolf,7.3e-05,0.00953071875,covariance
32,400,cov-sq_MinCovDet,7e-05,0.00953071875,covariance
32,400,cov-sq_OAS,6.7e-05,0.00953071875,covariance
32,400,cov-sq_ShrunkCovariance,6.8e-05,0.00953071875,covariance
32,400,prec_EmpiricalCovariance,7.6e-05,0.00953071875,covariance
32,400,prec_EllipticEnvelope,7.3e-05,0.00953071875,covariance
32,400,prec_GraphicalLasso,6.8e-05,0.00953071875,covariance
32,400,prec_GraphicalLassoCV,6.7e-05,0.00953071875,covariance
32,400,prec_LedoitWolf,6.6e-05,0.00953071875,covariance
32,400,prec_MinCovDet,6.7e-05,0.00953071875,covariance
32,400,prec_OAS,6.5e-05,0.00953071875,covariance
32,400,prec_ShrunkCovariance,7.3e-05,0.00953071875,covariance
32,400,prec-sq_EmpiricalCovariance,6.8e-05,0.00953071875,covariance
32,400,prec-sq_EllipticEnvelope,6.5e-05,0.00953071875,covariance
32,400,prec-sq_GraphicalLasso,7.4e-05,0.00953071875,covariance
32,400,prec-sq_GraphicalLassoCV,0.000149,0.00953071875,covariance
32,400,prec-sq_LedoitWolf,8e-05,0.00953071875,covariance
32,400,prec-sq_MinCovDet,7e-05,0.00953071875,covariance
32,400,prec-sq_OAS,6.9e-05,0.00953071875,covariance
32,400,prec-sq_ShrunkCovariance,6.9e-05,0.00953071875,covariance
32,400,spearmanr-sq,0.006469,0.006469,
32,400,spearmanr,0.002719,0.002719,
32,400,kendalltau-sq,0.108135,0.108135,
32,400,kendalltau,0.106497,0.106497,
32,400,corr_pearson_tau-1,0.00033,0.00033,
32,400,corr_pearson_tau-2,0.000249,0.000249,
32,400,corr_pearson_tau-3,0.000223,0.000223,
32,400,corr_pearson_tau-4,0.000214,0.000214,
32,400,corr_pearson_tau-5,0.000206,0.000206,
32,400,corr_pearson_tau-1-sq,0.000213,0.000213,
32,400,corr_pearson_tau-2-sq,0.000218,0.000218,
32,400,corr_pearson_tau-3-sq,0.000205,0.000205,
32,400,corr_pearson_tau-4-sq,0.000206,0.000206,
32,400,corr_pearson_tau-5-sq,0.000203,0.000203,
32,400,corr_pearson_tau-10,0.000197,0.000197,
32,400,corr_pearson_tau-10-sq,0.000203,0.000203,
32,400,corr_pearson_tau-20,0.000208,0.000208,
32,400,corr_pearson_tau-20-sq,0.000197,0.000197,
32,400,corr_spearman_tau-1,0.005376,0.005376,
32,400,corr_spearman_tau-2,0.005381,0.005381,
32,400,corr_spearman_tau-3,0.005398,0.005398,
32,400,corr_spearman_tau-4,0.005422,0.005422,
32,400,corr_spearman_tau-5,0.005338,0.005338,
32,400,corr_spearman_tau-1-sq,0.005433,0.005433,
32,400,corr_spearman_tau-2-sq,0.005314,0.005314,
32,400,corr_spearman_tau-3-sq,0.005275,0.005275,
32,400,corr_spearman_tau-4-sq,0.005234,0.005234,
32,400,corr_spearman_tau-5-sq,0.005335,0.005335,
32,400,corr_spearman_tau-10,0.005296,0.005296,
32,400,corr_spearman_tau-10-sq,0.005339,0.005339,
32,400,corr_spearman_tau-20,0.00526,0.00526,
32,400,corr_spearman_tau-20-sq,0.005258,0.005258,
32,400,corr_kendall_tau-1,0.422783,0.422783,
32,400,corr_kendall_tau-2,0.424511,0.424511,
32,400,corr_kendall_tau-3,0.426566,0.426566,
32,400,corr_kendall_tau-4,0.426866,0.426866,
32,400,corr_kendall_tau-5,0.424626,0.424626,
32,400,corr_kendall_tau-1-sq,0.42882,0.42882,
32,400,corr_kendall_tau-2-sq,0.434201,0.434201,
32,400,corr_kendall_tau-3-sq,0.429018,0.429018,
32,400,corr_kendall_tau-4-sq,0.428761,0.428761,
32,400,corr_kendall_tau-5-sq,0.428416,0.428416,
32,400,corr_kendall_tau-10,0.425673,0.425673,
32,400,corr_kendall_tau-10-sq,0.425019,0.425019,
32,400,corr_kendall_tau-20,0.425151,0.425151,
32,400,corr_kendall_tau-20-sq,0.422768,0.422768,
32,400,xcorr_max_sig-True,0.063418,0.063418,
32,400,xcorr-sq_max_sig-True,0.006509,0.006509,
32,400,xcorr_mean_sig-True,0.006814,0.006814,
32,400,xcorr-sq_mean_sig-True,0.007187,0.007187,
32,400,xcorr_mean_sig-False,0.00278,0.00278,
32,400,xcorr-sq_mean_sig-False,0.003232,0.003232,
32,400,pdist_euclidean,0.000858,0.000858,
32,400,pdist_cityblock,0.000475,0.000475,
32,400,pdist_cosine,0.000594,0.000594,
32,400,pdist_chebyshev,0.000626,0.000626,
32,400,pdist_canberra,0.000461,0.000461,
32,400,pdist_braycurtis,0.0004,0.0004,
32,400,dcorr,4.008449,4.008449,
32,400,dcorr_biased,3.396258,3.396258,
32,400,mgc,26.713875,26.713875,
32,400,hsic,8.290125,8.290125,
32,400,hsic_biased,8.260039,8.260039,
32,400,hhg,275.370893,275.370893,
32,400,mgcx_maxlag-1,110.57465,110.57465,
32,400,mgcx_maxlag-10,355.938621,355.938621,
32,400,dcorrx_maxlag-1,10.038057,10.038057,
32,400,dcorrx_maxlag-10,54.317324,54.317324,
32,400,dtw,0.386439,0.386439,
32,400,dtw_constraint-itakura,4.819536,4.819536,
32,400,dtw_constraint-sakoe-chiba_radius-auto,0.039867,0.039867,
32,400,xpdist_euclidean_tau-1_min_rmse,0.00836,0.00836,
32,400,xpdist_euclidean_tau-1_mean_rmse,0.009274,0.009274,
32,400,softdtw,9.140649,9.140649,
32,400,softdtw_constraint-itakura,9.098657,9.098657,
32,400,softdtw_constraint-sakoe-chiba,8.954589,8.954589,
32,400,lcss,2.783388,2.783388,
32,400,lcss_constraint-itakura,2.437283,2.437283,
32,400,lcss_constraint-sakoe-chiba,2.153352,2.153352,
32,400,bary_euclidean_mean,1.332447,12.7013550625,barycenter
32,400,bary_euclidean_max,0.003758,12.7013550625,barycenter
32,400,bary_dtw_mean,6.627077,12.7013550625,barycenter
32,400,bary_dtw_max,0.003775,12.7013550625,barycenter
32,400,bary_sgddtw_mean,6.157002,12.7013550625,barycenter
32,400,bary_sgddtw_max,0.003774,12.7013550625,barycenter
32,400,bary_softdtw_mean,189.032881,12.7013550625,barycenter
32,400,bary_softdtw_max,0.003847,12.7013550625,barycenter
32,400,bary-sq_euclidean_mean,0.010282,12.7013550625,barycenter
32,400,bary-sq_euclidean_max,0.004161,12.7013550625,barycenter
32,400,bary-sq_dtw_mean,0.010059,12.7013550625,barycenter
32,400,bary-sq_dtw_max,0.004183,12.7013550625,barycenter
32,400,bary-sq_sgddtw_mean,0.010048,12.7013550625,barycenter
32,400,bary-sq_sgddtw_max,0.004174,12.7013550625,barycenter
32,400,bary-sq_softdtw_mean,0.010053,12.7013550625,barycenter
32,400,bary-sq_softdtw_max,0.00416,12.7013550625,barycenter
32,400,gwtau,0.040527,0.040527,
32,400,anm,6.489448,6.489448,
32,400,cds,11.056379,11.056379,
32,400,reci,1.025608,1.025608,
32,400,ccm_E-None_mean,2477.651626,768.1003748888888,ccm
32,400,ccm_E-None_max,0.000175,768.1003748888888,ccm
32,400,ccm_E-None_diff,0.000224,768.1003748888888,ccm
32,400,ccm_E-1_mean,2017.613743,768.1003748888888,ccm
32,400,ccm_E-1_max,0.000147,768.1003748888888,ccm
32,400,ccm_E-1_diff,0.000206,768.1003748888888,ccm
32,400,ccm_E-10_mean,2417.636909,768.1003748888888,ccm
32,400,ccm_E-10_max,0.000142,768.1003748888888,ccm
32,400,ccm_E-10_diff,0.000202,768.1003748888888,ccm
32,400,je_gaussian,0.000592,0.000592,
32,400,je_kozachenko,0.118483,0.118483,
32,400,je_kernel_W-0.5,0.607315,0.607315,
32,400,ce_gaussian,0.00031,0.00031,
32,400,ce_kozachenko,0.007362,0.007362,
32,400,ce_kernel_W-0.5,0.017197,0.017197,
32,400,cce_gaussian,0.467284,0.467284,
32,400,cce_kozachenko,6.218085,6.218085,
32,400,cce_kernel_W-0.5,23.204477,23.204477,
32,400,xme_gaussian_k1,0.064133,0.064133,
32,400,xme_kozachenko_k1,0.431302,0.431302,
32,400,xme_kernel_W-0.5_k1,1.715852,1.715852,
32,400,xme_gaussian_k10,0.13378,0.13378,
32,400,xme_kozachenko_k10,2.106601,2.106601,
32,400,xme_kernel_W-0.5_k10,7.15807,7.15807,
32,400,di_gaussian,0.185026,0.185026,
32,400,di_kozachenko,1.515666,1.515666,
32,400,di_kernel_W-0.5,7.347905,7.347905,
32,400,si_gaussian_k-1,0.180915,0.180915,
32,400,si_kozachenko_k-1,1.431819,1.431819,
32,400,si_kernel_W-0.5_k-1,6.499,6.499,
32,400,mi_gaussian,0.000223,0.000223,
32,400,mi_kraskov_NN-4,1.289279,1.289279,
32,400,mi_kraskov_NN-4_DCE,1.426088,1.426088,
32,400,mi_kernel_W-0.25,1.766105,1.766105,
32,400,tlmi_gaussian,0.000342,0.000342,
32,400,tlmi_kraskov_NN-4,2.572174,2.572174,
32,400,tlmi_kraskov_NN-4_DCE,2.701228,2.701228,
32,400,tlmi_kernel_W-0.25,1.765586,1.765586,
32,400,te_kraskov_NN-4_k-max-10_tau-max-4,35.510694,35.510694,
32,400,te_kraskov_NN-4_DCE_k-max-10_tau-max-4,41.403884,41.403884,
32,400,te_kraskov_NN-4_DCE_k-2_kt-1_l-1_lt-1,13.305862,13.305862,
32,400,te_kraskov_NN-4_DCE_k-1_kt-1_l-1_lt-1,12.159537,12.159537,
32,400,te_kraskov_NN-4_k-1_kt-1_l-1_lt-1,5.144426,5.144426,
32,400,te_kernel_W-0.25_k-1,3.201926,3.201926,
32,400,gc_gaussian_k-max-10_tau-max-2,1.749432,1.749432,
32,400,gc_gaussian_k-1_kt-1_l-1_lt-1,0.105448,0.105448,
32,400,te_symbolic_k-1_kt-1_l-1_lt-1,0.827523,0.827523,
32,400,te_symbolic_k-10_kt-1_l-1_lt-1,2.933894,2.933894,
32,400,phi_star_t-1_norm-0,0.729132,0.729132,
32,400,phi_star_t-1_norm-1,0.72065,0.72065,
32,400,phi_Geo_t-1_norm-0,1.999952,1.999952,
32,400,phi_Geo_t-1_norm-1,1.892539,1.892539,
32,400,phase_multitaper_mean_fs-1_fmin-0_fmax-0-5,0.050061,0.06886105952380953,spectral_mv
32,400,phase_multitaper_mean_fs-1_fmin-0_fmax-0-25,0.021203,0.06886105952380953,spectral_mv
32,400,phase_multitaper_mean_fs-1_fmin-0-25_fmax-0-5,0.000358,0.06886105952380953,spectral_mv
32,400,phase_multitaper_max_fs-1_fmin-0_fmax-0-5,0.000347,0.06886105952380953,spectral_mv
32,400,phase_multitaper_max_fs-1_fmin-0_fmax-0-25,0.000186,0.06886105952380953,spectral_mv
32,400,phase_multitaper_max_fs-1_fmin-0-25_fmax-0-5,0.000167,0.06886105952380953,spectral_mv
32,400,cohmag_multitaper_mean_fs-1_fmin-0_fmax-0-5,0.01792,0.06886105952380953,spectral_mv
32,400,cohmag_multitaper_mean_fs-1_fmin-0_fmax-0-25,0.000374,0.06886105952380953,spectral_mv
32,400,cohmag_multitaper_mean_fs-1_fmin-0-25_fmax-0-5,0.00033,0.06886105952380953,spectral_mv
32,400,cohmag_multitaper_max_fs-1_fmin-0_fmax-0-5,0.000283,0.06886105952380953,spectral_mv
32,400,cohmag_multitaper_max_fs-1_fmin-0_fmax-0-25,0.000187,0.06886105952380953,spectral_mv
32,400,cohmag_multitaper_max_fs-1_fmin-0-25_fmax-0-5,0.000158,0.06886105952380953,spectral_mv
32,400,icoh_multitaper_mean_fs-1_fmin-0_fmax-0-5,0.016554,0.06886105952380953,spectral_mv
32,400,icoh_multitaper_mean_fs-1_fmin-0_fmax-0-25,0.000346,0.06886105952380953,spectral_mv
32,400,icoh_multitaper_mean_fs-1_fmin-0-25_fmax-0-5,0.000307,0.06886105952380953,spectral_mv
32,400,icoh_multitaper_max_fs-1_fmin-0_fmax-0-5,0.000267,0.06886105952380953,spectral_mv
32,400,icoh_multitaper_max_fs-1_fmin-0_fmax-0-25,0.000182,0.06886105952380953,spectral_mv
32,400,icoh_multitaper_max_fs-1_fmin-0-25_fmax-0-5,0.000161,0.06886105952380953,spectral_mv
32,400,psi_multitaper_mean_fs-1_fmin-0_fmax-0-5,0.199137,0.06886105952380953,spectral_mv
32,400,psi_multitaper_mean_fs-1_fmin-0_fmax-0-25,0.199876,0.06886105952380953,spectral_mv
32,400,psi_multitaper_mean_fs-1_fmin-0-25_fmax-0-5,0.19767,0.06886105952380953,spectral_mv
32,400,plv_multitaper_mean_fs-1_fmin-0_fmax-0-5,0.029246,0.06886105952380953,spectral_mv
32,400,plv_multitaper_mean_fs-1_fmin-0_fmax-0-25,0.000488,0.06886105952380953,spectral_mv
32,400,plv_multitaper_mean_fs-1_fmin-0-25_fmax-0-5,0.000411,0.06886105952380953,spectral_mv
32,400,plv_multitaper_max_fs-1_fmin-0_fmax-0-5,0.000369,0.06886105952380953,spectral_mv
32,400,plv_multitaper_max_fs-1_fmin-0_fmax-0-25,0.000238,0.06886105952380953,spectral_mv
32,400,plv_multitaper_max_fs-1_fmin-0-25_fmax-0-5,0.00022,0.06886105952380953,spectral_mv
32,400,pli_multitaper_mean_fs-1_fmin-0_fmax-0-5,0.01834,0.06886105952380953,spectral_mv
32,400,pli_multitaper_mean_fs-1_fmin-0_fmax-0-25,0.000343,0.06886105952380953,spectral_mv
32,400,pli_multitaper_mean_fs-1_fmin-0-25_fmax-0-5,0.000309,0.06886105952380953,spectral_mv
32,400,pli_multitaper_max_fs-1_fmin-0_fmax-0-5,0.000271,0.06886105952380953,spectral_mv
32,400,pli_multitaper_max_fs-1_fmin-0_fmax-0-25,0.000177,0.06886105952380953,spectral_mv
32,400,pli_multitaper_max_fs-1_fmin-0-25_fmax-0-5,0.000148,0.06886105952380953,spectral_mv
32,400,wpli_multitaper_mean_fs-1_fmin-0_fmax-0-5,0.023239,0.06886105952380953,spectral_mv
32,400,wpli_multitaper_mean_fs-1_fmin-0_fmax-0-25,0.000364,0.06886105952380953,spectral_mv
32,400,wpli_multitaper_mean_fs-1_fmin-0-25_fmax-0-5,0.000312,0.06886105952380953,spectral_mv
32,400,wpli_multitaper_max_fs-1_fmin-0_fmax-0-5,0.000273,0.06886105952380953,spectral_mv
32,400,wpli_multitaper_max_fs-1_fmin-0_fmax-0-25,0.000178,0.06886105952380953,spectral_mv
32,400,wpli_multitaper_max_fs-1_fmin-0-25_fmax-0-5,0.000164,0.06886105952380953,spectral_mv
32,400,dspli_multitaper_mean_fs-1_fmin-0_fmax-0-5,0.015757,0.06886105952380953,spectral_mv
32,400,dspli_multitaper_mean_fs-1_fmin-0_fmax-0-25,0.000368,0.06886105952380953,spectral_mv
32,400,dspli_multitaper_mean_fs-1_fmin-0-25_fmax-0-5,0.000329,0.06886105952380953,spectral_mv
32,400,dspli_multitaper_max_fs-1_fmin-0_fmax-0-5,0.000286,0.06886105952380953,spectral_mv
32,400,dspli_multitaper_max_fs-1_fmin-0_fmax-0-25,0.000177,0.06886105952380953,spectral_mv
32,400,dspli_multitaper_max_fs-1_fmin-0-25_fmax-0-5,0.000152,0.06886105952380953,spectral_mv
32,400,dswpli_multitaper_mean_fs-1_fmin-0_fmax-0-5,0.034532,0.06886105952380953,spectral_mv
32,400,dswpli_multitaper_mean_fs-1_fmin-0_fmax-0-25,0.000435,0.06886105952380953,spectral_mv
32,400,dswpli_multitaper_mean_fs-1_fmin-0-25_fmax-0-5,0.000353,0.06886105952380953,spectral_mv
32,400,dswpli_multitaper_max_fs-1_fmin-0_fmax-0-5,0.000283,0.06886105952380953,spectral_mv
32,400,dswpli_multitaper_max_fs-1_fmin-0_fmax-0-25,0.00017,0.06886105952380953,spectral_mv
32,400,dswpli_multitaper_max_fs-1_fmin-0-25_fmax-0-5,0.000155,0.06886105952380953,spectral_mv
32,400,ppc_multitaper_mean_fs-1_fmin-0_fmax-0-5,0.028689,0.06886105952380953,spectral_mv
32,400,ppc_multitaper_mean_fs-1_fmin-0_fmax-0-25,0.000463,0.06886105952380953,spectral_mv
32,400,ppc_multitaper_mean_fs-1_fmin-0-25_fmax-0-5,0.000401,0.06886105952380953,spectral_mv
32,400,ppc_multitaper_max_fs-1_fmin-0_fmax-0-5,0.00033,0.06886105952380953,spectral_mv
