identifier,p_M,q_T,log_resid_std,amortized_at_largest,pred_M64_T3200_s,lo_M64_T3200_s,hi_M64_T3200_s
sgc_parametric_mean_fs-1_fmin-0-25_fmax-0-5_order-1,2.0328037806298025,0.7161582898929929,0.0651519111414964,2.2715955416666667,3.677071042040187,3.4451402390830146,3.924615693383014
sgc_parametric_mean_fs-1_fmin-0-25_fmax-0-5_order-20,2.0328037806298025,0.7161582898929929,0.0651519111414964,2.2715955416666667,3.677071042040187,3.4451402390830146,3.924615693383014
sgc_nonparametric_mean_fs-1_fmin-0_fmax-0-5,2.0328037806298025,0.7161582898929929,0.0651519111414964,2.2715955416666667,3.677071042040187,3.4451402390830146,3.924615693383014
sgc_parametric_mean_fs-1_fmin-0_fmax-0-25_order-None,2.0328037806298025,0.7161582898929929,0.0651519111414964,2.2715955416666667,3.677071042040187,3.4451402390830146,3.924615693383014
sgc_nonparametric_mean_fs-1_fmin-0_fmax-0-25,2.0328037806298025,0.7161582898929929,0.0651519111414964,2.2715955416666667,3.677071042040187,3.4451402390830146,3.924615693383014
sgc_parametric_mean_fs-1_fmin-1e-05_fmax-0-5_order-1,2.0328037806298025,0.7161582898929929,0.0651519111414964,2.2715955416666667,3.677071042040187,3.4451402390830146,3.924615693383014
sgc_parametric_mean_fs-1_fmin-0_fmax-0-5_order-None,2.0328037806298025,0.7161582898929929,0.0651519111414964,2.2715955416666667,3.677071042040187,3.4451402390830146,3.924615693383014
corr_kendall_tau-2,2.006681990296434,0.34895185080240226,0.07239832162437092,2.88561,3.6302020790140657,3.3766699240045743,3.9027703124885567
corr_kendall_tau-5-sq,2.006792340609679,0.3494232390056762,0.07400286620471622,2.871798,3.6272398998221385,3.368505366896721,3.9058478042392597
corr_kendall_tau-1-sq,2.0072467629330393,0.3484145187758534,0.07340212876038119,2.88499,3.6252826408447336,3.3687108240901047,3.9013957897558713
corr_kendall_tau-10-sq,2.0082266901985872,0.34783078980662974,0.07431749595593036,2.867015,3.624897467701006,3.365271041750712,3.904553745694557
corr_kendall_tau-20,2.0077416898828995,0.34941498496549517,0.07485261767874986,2.864374,3.618530560995628,3.3575629670043767,3.899781939917455
corr_kendall_tau-20-sq,2.007306801361731,0.34937914798896624,0.07494946120303835,2.860636,3.6117561227756947,3.3509525659443993,3.892857936272013
corr_kendall_tau-4-sq,2.003830107937798,0.34823081211083706,0.07503270823776503,2.873297,3.6116338673236283,3.3505602027010584,3.893050237116668
corr_kendall_tau-3-sq,2.004368278340214,0.34694678150421343,0.0733961345858803,2.875516,3.6114915789763726,3.355915911743335,3.8865310597850256
corr_kendall_tau-10,2.0066154569222996,0.3471525617504402,0.07454184962385198,2.868142,3.610522601062147,3.3511738152664856,3.889942501160286
corr_kendall_tau-2-sq,2.006348791275483,0.3456863693372079,0.07233816597809903,2.878211,3.6103552099386045,3.3584111752516197,3.8811997881570406
corr_kendall_tau-3,2.0050015688729035,0.34680610525091377,0.07411951356231046,2.881043,3.608361285765425,3.35058252325997,3.885972387852891
corr_kendall_tau-1,1.9957238278690277,0.34476253675483476,0.07370126735230835,2.893344,3.5924375523875334,3.3371918460581393,3.8672057715375634
corr_kendall_tau-4,2.002750901745354,0.3456783540820474,0.07252649467306913,2.879022,3.5891910124966655,3.338095176032082,3.859174602534769
corr_kendall_tau-5,2.003298133705918,0.34529778397724,0.07478894957020735,2.871658,3.585082269285147,3.326738758841084,3.863487880851875
je_kozachenko,1.9896721551520875,0.9461897449980602,0.06725149129203781,2.014379,3.5336555297894248,3.303826706500388,3.779472264281702
dtw_constraint-sakoe-chiba_radius-auto,1.9103340729496132,1.470956362033286,0.2632419174140795,1.535796,3.3081066668995387,2.542465054644986,4.304314704185096
coint_johansen_trace_stat_order-1_ardiff-10,2.0472768075771226,0.4539293731485989,0.08665585127487088,2.0575385,2.838290747905801,2.602691678264148,3.0952165548170147
coint_johansen_max_eig_stat_order-1_ardiff-10,2.0472768075771226,0.4539293731485989,0.08665585127487088,2.0575385,2.838290747905801,2.602691678264148,3.0952165548170147
phi_star_t-1_norm-1,2.0569330926482055,-0.05102144787617217,0.09869274634210702,2.620446,2.62405079644178,2.3774452408975923,2.896236036842262
lmfit_BayesianRidge,2.052304977405421,0.006088714473153772,0.032555394325163724,2.381697,2.3960151084892263,2.319267937311863,2.47530192943666
lmfit_ElasticNet,2.06769084678332,0.01568491497026846,0.029693136248150943,2.312181,2.3929109580124686,2.3229024565882006,2.4650294017882852
coint_johansen_trace_stat_order-0_ardiff-10,1.9786780653584035,0.4036270965971703,0.12860564955711692,1.9450034999999999,2.383425991672036,2.0957957105114593,2.7105311024763488
coint_johansen_max_eig_stat_order-0_ardiff-10,1.9786780653584035,0.4036270965971703,0.12860564955711692,1.9450034999999999,2.383425991672036,2.0957957105114593,2.7105311024763488
lmfit_Lasso,2.054429363034878,0.015384484968740316,0.023166825734196057,2.310174,2.358679586448,2.3046645616477837,2.413960575481242
phi_star_t-1_norm-0,2.004250685241633,-0.0763972565135396,0.12727677488757735,2.506569,2.3311261468363362,2.0525331243419624,2.647532966955746
lmfit_Ridge,2.0125650597330105,0.017925495868833376,0.017625169530569397,1.945212,1.9672312780067318,1.9328622627993783,2.0022114227441388
psi_wavelet_mean_fs-1_fmin-0-25_fmax-0-5_mean,1.6889605364259657,0.8460279651736774,0.2821685616949369,1.369913,1.78195186973503,1.3438528612370835,2.3628721250993947
xme_gaussian_k10,2.020056421414802,0.5012262512643251,0.08851910538599278,1.227182,1.6364254848553366,1.497796720517907,1.7878850519568936
di_gaussian,2.019278298435567,0.325966153388771,0.0741554243055712,1.266499,1.5541123315054026,1.443035831046394,1.6737388545548229
si_gaussian_k-1,2.0161377316712974,0.3101207058655751,0.06965067423535617,1.192795,1.455171786413685,1.3572672261622307,1.560138554263811
gc_gaussian_k-1_kt-1_l-1_lt-1,2.023512497882524,0.3774359610502575,0.08081695885377699,0.760915,0.9809196289943439,0.9047634874628744,1.0634860180361596
coint_johansen_max_eig_stat_order-1_ardiff-1,2.0173617927349485,0.21259030768634332,0.05582898358688486,0.8321440000000001,0.9451441692098728,0.8938236464906176,0.999411353793041
coint_johansen_trace_stat_order-1_ardiff-1,2.0173617927349485,0.21259030768634332,0.05582898358688486,0.8321440000000001,0.9451441692098728,0.8938236464906176,0.999411353793041
gd_multitaper_delay_fs-1_fmin-0-25_fmax-0-5,1.3557672420368452,0.6647994230083927,0.318379697757202,0.708835,0.9201743925575683,0.6692672863146425,1.2651461232793935
gd_multitaper_delay_fs-1_fmin-0_fmax-0-25,1.3514163659163403,0.6585703841641508,0.3172236747183257,0.710238,0.9103682364604747,0.6629008943490614,1.2502175408436726
gd_multitaper_delay_fs-1_fmin-0_fmax-0-5,1.3164252958223432,0.6097549581961303,0.3135383937930448,0.712568,0.8791426041158851,0.6425269267454237,1.2028938962707287
kendalltau,2.012188659165887,0.317565251734143,0.07570388481049915,0.716624,0.8609754702520127,0.7982023441266265,0.9286852711348068
kendalltau-sq,1.9643162020144245,0.3060779317715166,0.077606643974287,0.717773,0.8279117685822163,0.7660902211996434,0.8947221588125556
prec-sq_EllipticEnvelope,0.6348758710836446,1.4867777909814166,0.5364612558615923,0.38845675,0.8189712246560965,0.4789459216696501,1.4003958202139721
