identifier,p_M,q_T,log_resid_std,amortized_at_largest,pred_M64_T3200_s,lo_M64_T3200_s,hi_M64_T3200_s
cov-sq_EllipticEnvelope,0.6348758710836446,1.4867777909814166,0.5364612558615923,0.38845675,0.8189712246560965,0.4789459216696501,1.4003958202139721
cov_EllipticEnvelope,0.6348758710836446,1.4867777909814166,0.5364612558615923,0.38845675,0.8189712246560965,0.4789459216696501,1.4003958202139721
prec_EllipticEnvelope,0.6348758710836446,1.4867777909814166,0.5364612558615923,0.38845675,0.8189712246560965,0.4789459216696501,1.4003958202139721
prec_MinCovDet,0.6305728054016103,1.5106190332413965,0.5453959080562104,0.37829625,0.8173591367089044,0.4737513803367409,1.4101826107327842
cov-sq_MinCovDet,0.6305728054016103,1.5106190332413965,0.5453959080562104,0.37829625,0.8173591367089044,0.4737513803367409,1.4101826107327842
prec-sq_MinCovDet,0.6305728054016103,1.5106190332413965,0.5453959080562104,0.37829625,0.8173591367089044,0.4737513803367409,1.4101826107327842
cov_MinCovDet,0.6305728054016103,1.5106190332413965,0.5453959080562104,0.37829625,0.8173591367089044,0.4737513803367409,1.4101826107327842
coint_johansen_max_eig_stat_order-0_ardiff-1,2.0104140194105864,0.17157763518043767,0.04831186578594365,0.7211974999999999,0.7970536728820398,0.7594618986196122,0.8365061612826825
coint_johansen_trace_stat_order-0_ardiff-1,2.0104140194105864,0.17157763518043767,0.04831186578594365,0.7211974999999999,0.7970536728820398,0.7594618986196122,0.8365061612826825
gwtau,1.9284245812560306,0.5189217987402499,0.11268282689559438,0.391657,0.49300061412922935,0.4404635049716684,0.5518041853375134
xme_gaussian_k1,1.9446037836701322,0.23145455925203048,0.06185593147823205,0.367991,0.4121611257251358,0.3874390024133602,0.4384607447903992
ce_kernel_W-0.5,0.9986489745288498,1.1432387403142052,0.04974128370012664,0.176998,0.38832192904974117,0.3694788229206356,0.4081260175858655
xcorr_max_sig-True,1.902577686809001,0.17507537749656993,0.11266221685039048,0.323022,0.3229743349891101,0.2885621954830505,0.36149025303553667
dswpli_multitaper_mean_fs-1_fmin-0_fmax-0-25,1.2069234301432292,1.000388828524041,0.37878101065597797,0.11177566666666668,0.14326997259182805,0.09809631085932193,0.20924624857605015
dswpli_multitaper_mean_fs-1_fmin-0-25_fmax-0-5,1.2069234301432292,1.000388828524041,0.37878101065597797,0.11177566666666668,0.14326997259182805,0.09809631085932193,0.20924624857605015
dswpli_multitaper_max_fs-1_fmin-0-25_fmax-0-5,1.2069234301432292,1.000388828524041,0.37878101065597797,0.11177566666666668,0.14326997259182805,0.09809631085932193,0.20924624857605015
dswpli_multitaper_mean_fs-1_fmin-0_fmax-0-5,1.2069234301432292,1.000388828524041,0.37878101065597797,0.11177566666666668,0.14326997259182805,0.09809631085932193,0.20924624857605015
dswpli_multitaper_max_fs-1_fmin-0_fmax-0-25,1.2069234301432292,1.000388828524041,0.37878101065597797,0.11177566666666668,0.14326997259182805,0.09809631085932193,0.20924624857605015
dswpli_multitaper_max_fs-1_fmin-0_fmax-0-5,1.2069234301432292,1.000388828524041,0.37878101065597797,0.11177566666666668,0.14326997259182805,0.09809631085932193,0.20924624857605015
phase_multitaper_max_fs-1_fmin-0_fmax-0-5,0.9094700551820428,0.8956445386156624,0.29589022826823297,0.10072516666666669,0.11903991196203621,0.08855010971539565,0.16002804158542558
phase_multitaper_mean_fs-1_fmin-0-25_fmax-0-5,0.9094700551820428,0.8956445386156624,0.29589022826823297,0.10072516666666669,0.11903991196203621,0.08855010971539565,0.16002804158542558
phase_multitaper_max_fs-1_fmin-0_fmax-0-25,0.9094700551820428,0.8956445386156624,0.29589022826823297,0.10072516666666669,0.11903991196203621,0.08855010971539565,0.16002804158542558
phase_multitaper_mean_fs-1_fmin-0_fmax-0-25,0.9094700551820428,0.8956445386156624,0.29589022826823297,0.10072516666666669,0.11903991196203621,0.08855010971539565,0.16002804158542558
phase_multitaper_mean_fs-1_fmin-0_fmax-0-5,0.9094700551820428,0.8956445386156624,0.29589022826823297,0.10072516666666669,0.11903991196203621,0.08855010971539565,0.16002804158542558
phase_multitaper_max_fs-1_fmin-0-25_fmax-0-5,0.9094700551820428,0.8956445386156624,0.29589022826823297,0.10072516666666669,0.11903991196203621,0.08855010971539565,0.16002804158542558
cov-sq_GraphicalLassoCV,0.9414878586306491,-0.05750278801229772,0.18421928016837266,0.11231100000000001,0.10106957977323762,0.08406496628988115,0.12151387678327569
prec-sq_GraphicalLassoCV,0.9414878586306491,-0.05750278801229772,0.18421928016837266,0.11231100000000001,0.10106957977323762,0.08406496628988115,0.12151387678327569
prec_GraphicalLassoCV,0.9414878586306491,-0.05750278801229772,0.18421928016837266,0.11231100000000001,0.10106957977323762,0.08406496628988115,0.12151387678327569
cov_GraphicalLassoCV,0.9414878586306491,-0.05750278801229772,0.18421928016837266,0.11231100000000001,0.10106957977323762,0.08406496628988115,0.12151387678327569
ppc_multitaper_mean_fs-1_fmin-0_fmax-0-5,1.0944005624775628,0.9663999269740757,0.3385091810786069,0.07788716666666666,0.09756288446952088,0.06954596896897335,0.1368665440589316
ppc_multitaper_mean_fs-1_fmin-0-25_fmax-0-5,1.0944005624775628,0.9663999269740757,0.3385091810786069,0.07788716666666666,0.09756288446952088,0.06954596896897335,0.1368665440589316
ppc_multitaper_max_fs-1_fmin-0_fmax-0-5,1.0944005624775628,0.9663999269740757,0.3385091810786069,0.07788716666666666,0.09756288446952088,0.06954596896897335,0.1368665440589316
ppc_multitaper_max_fs-1_fmin-0_fmax-0-25,1.0944005624775628,0.9663999269740757,0.3385091810786069,0.07788716666666666,0.09756288446952088,0.06954596896897335,0.1368665440589316
ppc_multitaper_max_fs-1_fmin-0-25_fmax-0-5,1.0944005624775628,0.9663999269740757,0.3385091810786069,0.07788716666666666,0.09756288446952088,0.06954596896897335,0.1368665440589316
ppc_multitaper_mean_fs-1_fmin-0_fmax-0-25,1.0944005624775628,0.9663999269740757,0.3385091810786069,0.07788716666666666,0.09756288446952088,0.06954596896897335,0.1368665440589316
ce_kozachenko,0.9808651156117486,0.8364463609044448,0.10168392136489442,0.060178,0.0937122597242759,0.08465169224788735,0.10374261151110437
plv_multitaper_mean_fs-1_fmin-0_fmax-0-25,1.0681571219663686,0.9267340216130114,0.3051275445272582,0.07639449999999999,0.09282678458950186,0.06841606603923205,0.12594719977445962
plv_multitaper_max_fs-1_fmin-0_fmax-0-25,1.0681571219663686,0.9267340216130114,0.3051275445272582,0.07639449999999999,0.09282678458950186,0.06841606603923205,0.12594719977445962
plv_multitaper_mean_fs-1_fmin-0_fmax-0-5,1.0681571219663686,0.9267340216130114,0.3051275445272582,0.07639449999999999,0.09282678458950186,0.06841606603923205,0.12594719977445962
plv_multitaper_max_fs-1_fmin-0_fmax-0-5,1.0681571219663686,0.9267340216130114,0.3051275445272582,0.07639449999999999,0.09282678458950186,0.06841606603923205,0.12594719977445962
plv_multitaper_mean_fs-1_fmin-0-25_fmax-0-5,1.0681571219663686,0.9267340216130114,0.3051275445272582,0.07639449999999999,0.09282678458950186,0.06841606603923205,0.12594719977445962
plv_multitaper_max_fs-1_fmin-0-25_fmax-0-5,1.0681571219663686,0.9267340216130114,0.3051275445272582,0.07639449999999999,0.09282678458950186,0.06841606603923205,0.12594719977445962
wpli_multitaper_mean_fs-1_fmin-0_fmax-0-5,1.0592421468497044,0.9898533676428932,0.3737439812616365,0.07256016666666666,0.09011964353986426,0.06201610931148045,0.1309587176931903
wpli_multitaper_mean_fs-1_fmin-0_fmax-0-25,1.0592421468497044,0.9898533676428932,0.3737439812616365,0.07256016666666666,0.09011964353986426,0.06201610931148045,0.1309587176931903
wpli_multitaper_max_fs-1_fmin-0-25_fmax-0-5,1.0592421468497044,0.9898533676428932,0.3737439812616365,0.07256016666666666,0.09011964353986426,0.06201610931148045,0.1309587176931903
wpli_multitaper_max_fs-1_fmin-0_fmax-0-25,1.0592421468497044,0.9898533676428932,0.3737439812616365,0.07256016666666666,0.09011964353986426,0.06201610931148045,0.1309587176931903
wpli_multitaper_max_fs-1_fmin-0_fmax-0-5,1.0592421468497044,0.9898533676428932,0.3737439812616365,0.07256016666666666,0.09011964353986426,0.06201610931148045,0.1309587176931903
wpli_multitaper_mean_fs-1_fmin-0-25_fmax-0-5,1.0592421468497044,0.9898533676428932,0.3737439812616365,0.07256016666666666,0.09011964353986426,0.06201610931148045,0.1309587176931903
cohmag_multitaper_mean_fs-1_fmin-0_fmax-0-25,0.9044486336581268,0.9608254874549688,0.3267219916000252,0.05119633333333334,0.060277782701149536,0.04347741457795113,0.0835700816766052
cohmag_multitaper_max_fs-1_fmin-0_fmax-0-25,0.9044486336581268,0.9608254874549688,0.3267219916000252,0.05119633333333334,0.060277782701149536,0.04347741457795113,0.0835700816766052
cohmag_multitaper_max_fs-1_fmin-0-25_fmax-0-5,0.9044486336581268,0.9608254874549688,0.3267219916000252,0.05119633333333334,0.060277782701149536,0.04347741457795113,0.0835700816766052
cohmag_multitaper_mean_fs-1_fmin-0_fmax-0-5,0.9044486336581268,0.9608254874549688,0.3267219916000252,0.05119633333333334,0.060277782701149536,0.04347741457795113,0.0835700816766052
cohmag_multitaper_mean_fs-1_fmin-0-25_fmax-0-5,0.9044486336581268,0.9608254874549688,0.3267219916000252,0.05119633333333334,0.060277782701149536,0.04347741457795113,0.0835700816766052
cohmag_multitaper_max_fs-1_fmin-0_fmax-0-5,0.9044486336581268,0.9608254874549688,0.3267219916000252,0.05119633333333334,0.060277782701149536,0.04347741457795113,0.0835700816766052
bary-sq_euclidean_mean,1.9164888117531442,-0.923303256764526,0.6999515039317472,0.1021765,0.059520381084545874,0.029558379953103172,0.11985351599344468
bary_euclidean_mean,1.9164888117531442,-0.923303256764526,0.6999515039317472,0.1021765,0.059520381084545874,0.029558379953103172,0.11985351599344468
bary_euclidean_max,1.9164888117531442,-0.923303256764526,0.6999515039317472,0.1021765,0.059520381084545874,0.029558379953103172,0.11985351599344468
bary-sq_euclidean_max,1.9164888117531442,-0.923303256764526,0.6999515039317472,0.1021765,0.059520381084545874,0.029558379953103172,0.11985351599344468
icoh_multitaper_max_fs-1_fmin-0_fmax-0-5,0.8982510313318417,0.9737708277962493,0.3339019827986912,0.049157,0.05936820601578171,0.04251499545829107,0.08290213482417183
icoh_multitaper_max_fs-1_fmin-0_fmax-0-25,0.8982510313318417,0.9737708277962493,0.3339019827986912,0.049157,0.05936820601578171,0.04251499545829107,0.08290213482417183
icoh_multitaper_mean_fs-1_fmin-0_fmax-0-5,0.8982510313318417,0.9737708277962493,0.3339019827986912,0.049157,0.05936820601578171,0.04251499545829107,0.08290213482417183
icoh_multitaper_mean_fs-1_fmin-0-25_fmax-0-5,0.8982510313318417,0.9737708277962493,0.3339019827986912,0.049157,0.05936820601578171,0.04251499545829107,0.08290213482417183
icoh_multitaper_mean_fs-1_fmin-0_fmax-0-25,0.8982510313318417,0.9737708277962493,0.3339019827986912,0.049157,0.05936820601578171,0.04251499545829107,0.08290213482417183
icoh_multitaper_max_fs-1_fmin-0-25_fmax-0-5,0.8982510313318417,0.9737708277962493,0.3339019827986912,0.049157,0.05936820601578171,0.04251499545829107,0.08290213482417183
pli_multitaper_mean_fs-1_fmin-0_fmax-0-25,0.8991507480336408,0.9532570274388751,0.3359319136493578,0.045240333333333334,0.05516953473959496,0.03942810868668204,0.07719562679432967
pli_multitaper_max_fs-1_fmin-0_fmax-0-25,0.8991507480336408,0.9532570274388751,0.3359319136493578,0.045240333333333334,0.05516953473959496,0.03942810868668204,0.07719562679432967
pli_multitaper_max_fs-1_fmin-0-25_fmax-0-5,0.8991507480336408,0.9532570274388751,0.3359319136493578,0.045240333333333334,0.05516953473959496,0.03942810868668204,0.07719562679432967
pli_multitaper_mean_fs-1_fmin-0-25_fmax-0-5,0.8991507480336408,0.9532570274388751,0.3359319136493578,0.045240333333333334,0.05516953473959496,0.03942810868668204,0.07719562679432967
pli_multitaper_mean_fs-1_fmin-0_fmax-0-5,0.8991507480336408,0.9532570274388751,0.3359319136493578,0.045240333333333334,0.05516953473959496,0.03942810868668204,0.07719562679432967
pli_multitaper_max_fs-1_fmin-0_fmax-0-5,0.8991507480336408,0.9532570274388751,0.3359319136493578,0.045240333333333334,0.05516953473959496,0.03942810868668204,0.07719562679432967
dspli_multitaper_mean_fs-1_fmin-0_fmax-0-25,0.8793550086426394,0.9664723505285201,0.3694658234505491,0.04653133333333334,0.05447890804141479,0.03765055875466591,0.07882888115218531
dspli_multitaper_mean_fs-1_fmin-0_fmax-0-5,0.8793550086426394,0.9664723505285201,0.3694658234505491,0.04653133333333334,0.05447890804141479,0.03765055875466591,0.07882888115218531
dspli_multitaper_mean_fs-1_fmin-0-25_fmax-0-5,0.8793550086426394,0.9664723505285201,0.3694658234505491,0.04653133333333334,0.05447890804141479,0.03765055875466591,0.07882888115218531
dspli_multitaper_max_fs-1_fmin-0_fmax-0-5,0.8793550086426394,0.9664723505285201,0.3694658234505491,0.04653133333333334,0.05447890804141479,0.03765055875466591,0.07882888115218531
dspli_multitaper_max_fs-1_fmin-0_fmax-0-25,0.8793550086426394,0.9664723505285201,0.3694658234505491,0.04653133333333334,0.05447890804141479,0.03765055875466591,0.07882888115218531
dspli_multitaper_max_fs-1_fmin-0-25_fmax-0-5,0.8793550086426394,0.9664723505285201,0.3694658234505491,0.04653133333333334,0.05447890804141479,0.03765055875466591,0.07882888115218531
xpdist_euclidean_tau-1_mean_rmse,1.868291856389213,0.12327908794351569,0.10249844935295917,0.045806,0.0441798542062932,0.03987583289916447,0.04894843256628806
xpdist_euclidean_tau-1_min_rmse,1.8260459412064751,0.12463036588682933,0.12687510710052258,0.042265,0.039683136900739,0.034954640216526424,0.045051282019440045
ids,0.9006803710537669,0.7568239507656273,0.14122100047210248,0.025392,0.03575933789620333,0.031049739990732073,0.04118328356876828
pec_orth_log,1.0346511632411202,0.4505999485793405,0.30530974724807,0.053798,0.03466476437512492,0.025544294588200952,0.04704165484131146
pec_orth_log_abs,1.0288470225499464,0.4462909373947966,0.31995000224021125,0.053906,0.03379209973093553,0.02453932756105084,0.04653371211515764
xcorr-sq_mean_sig-True,1.8279553987165633,0.07260808312855817,0.11942529739213713,0.032789,0.030421113732283175,0.026996618046244324,0.034280003485149604
corr_spearman_tau-1-sq,0.9579706612260342,0.47589053792847086,0.10229985318522747,0.021663,0.029698806189751542,0.026810859111700308,0.032897830144932194
corr_spearman_tau-3-sq,0.9640202758904478,0.4621753046980173,0.10685553474132348,0.021615,0.0295275742699817,0.02653511666831663,0.03285750174636774
corr_spearman_tau-2,0.9506938376241989,0.4691433244714281,0.10054549699535172,0.021545,0.029277758874760897,0.026477164592306267,0.03237458307668344
corr_spearman_tau-10-sq,0.9573768774108323,0.47317170225301197,0.09954045992978076,0.021573,0.02925024888729757,0.026478884993322155,0.032311672496203106
corr_spearman_tau-10,0.9604444871002956,0.4700198060041429,0.10604413864148991,0.021533,0.029209264928669754,0.026270373264847276,0.0324769332004456
corr_spearman_tau-4-sq,0.9597255402219472,0.4681207853912648,0.10210940178476806,0.021578,0.02920571732835326,0.02637074066127863,0.03234546710764687
corr_spearman_tau-5-sq,0.9601599415491682,0.46738956028336787,0.10482119191433542,0.021533,0.02920533121517401,0.026298977932779636,0.03243287148147608
corr_spearman_tau-4,0.9527936798904332,0.46620269530546243,0.10408752343372144,0.021598,0.029063073562817558,0.0261900847691606,0.032251222260737136
corr_spearman_tau-5,0.9548782165095044,0.46685365134476997,0.1033831805908251,0.021837,0.02905994860904252,0.026205720040811533,0.03222504902918289
corr_spearman_tau-20,0.9565181066545634,0.47168713669692586,0.10635502519532458,0.021308,0.028949924236468933,0.026029032815170022,0.032198588370476754
corr_spearman_tau-20-sq,0.95938948090109,0.4654190621418844,0.10170399210891637,0.021622,0.028947334150818727,0.026148037060087875,0.032046312023864786
corr_spearman_tau-3,0.9555156674748406,0.4622146455802436,0.10614567421655366,0.021536,0.028919080753087547,0.02600674524082925,0.03215755081457213
corr_spearman_tau-2-sq,0.9503162110047128,0.4610532149368875,0.10888724025837908,0.021622,0.02883795107740898,0.02586278402586964,0.03215537126672774
xcorr_mean_sig-True,1.8042346861794547,0.07127902673662391,0.12425810838381705,0.030875,0.028497570991307945,0.025167682899482038,0.032268030221461096
corr_spearman_tau-1,0.927098616576216,0.44508428233570907,0.11136278249173119,0.022519,0.028426469614041463,0.025430721658604077,0.03177511773224206
xcorr-sq_max_sig-True,1.7960038061484198,0.08267912728581932,0.13356548883370092,0.030276,0.0278518781654057,0.0243695624708648,0.03183180322863936
pec_orth,0.8842638146551809,0.3959107737718783,0.31566131488982896,0.03667,0.02113522857722637,0.015414057753573141,0.02897990225241351
pec_orth_abs,0.8769116203100575,0.37950721140936183,0.33813595905685,0.03606,0.019721417356501764,0.014063309765015533,0.02765595788246505
spearmanr,0.9069344259286081,0.38425281812310236,0.1999246256148611,0.010695,0.013313358513658263,0.010900877657870737,0.0162597471943207
xcorr-sq_mean_sig-False,1.6847794136112908,0.0690771867275792,0.1790851253947647,0.014598,0.012365943079097766,0.010338357865788387,0.014791183495544896
spearmanr-sq,0.7763389695235288,0.3283481610338186,0.1881232331731858,0.010873,0.012101932681324819,0.010026603719355752,0.01460681789393868
xcorr_mean_sig-False,1.6296258208264045,0.042990002461878306,0.2108848900633966,0.011978,0.00962980009201292,0.007798860058383265,0.011890590306521795
pec,0.33779333819508756,0.1835782546506992,0.18433480057786433,0.010659,0.007120932784576632,0.005922175860282607,0.008562340078843678
