identifier,intercept,p_M,q_T,log_resid_std,n_points,amortized_at_largest
prec_GraphicalLasso,-11.934959979541333,0.6833778166215909,0.8962540962185864,0.37758115564898237,20,0.02388540625
prec_EmpiricalCovariance,-11.934959979541333,0.6833778166215909,0.8962540962185864,0.37758115564898237,20,0.02388540625
prec-sq_OAS,-11.934959979541333,0.6833778166215909,0.8962540962185864,0.37758115564898237,20,0.02388540625
prec-sq_ShrunkCovariance,-11.934959979541333,0.6833778166215909,0.8962540962185864,0.37758115564898237,20,0.02388540625
cov_MinCovDet,-11.934959979541333,0.6833778166215909,0.8962540962185864,0.37758115564898237,20,0.02388540625
prec-sq_MinCovDet,-11.934959979541333,0.6833778166215909,0.8962540962185864,0.37758115564898237,20,0.02388540625
prec-sq_LedoitWolf,-11.934959979541333,0.6833778166215909,0.8962540962185864,0.37758115564898237,20,0.02388540625
prec-sq_GraphicalLassoCV,-11.934959979541333,0.6833778166215909,0.8962540962185864,0.37758115564898237,20,0.02388540625
prec-sq_GraphicalLasso,-11.934959979541333,0.6833778166215909,0.8962540962185864,0.37758115564898237,20,0.02388540625
prec-sq_EmpiricalCovariance,-11.934959979541333,0.6833778166215909,0.8962540962185864,0.37758115564898237,20,0.02388540625
prec-sq_EllipticEnvelope,-11.934959979541333,0.6833778166215909,0.8962540962185864,0.37758115564898237,20,0.02388540625
cov-sq_EmpiricalCovariance,-11.934959979541333,0.6833778166215909,0.8962540962185864,0.37758115564898237,20,0.02388540625
cov_OAS,-11.934959979541333,0.6833778166215909,0.8962540962185864,0.37758115564898237,20,0.02388540625
cov_EmpiricalCovariance,-11.934959979541333,0.6833778166215909,0.8962540962185864,0.37758115564898237,20,0.02388540625
cov_LedoitWolf,-11.934959979541333,0.6833778166215909,0.8962540962185864,0.37758115564898237,20,0.02388540625
cov-sq_GraphicalLasso,-11.934959979541333,0.6833778166215909,0.8962540962185864,0.37758115564898237,20,0.02388540625
cov-sq_GraphicalLassoCV,-11.934959979541333,0.6833778166215909,0.8962540962185864,0.37758115564898237,20,0.02388540625
cov-sq_LedoitWolf,-11.934959979541333,0.6833778166215909,0.8962540962185864,0.37758115564898237,20,0.02388540625
cov-sq_MinCovDet,-11.934959979541333,0.6833778166215909,0.8962540962185864,0.37758115564898237,20,0.02388540625
cov-sq_ShrunkCovariance,-11.934959979541333,0.6833778166215909,0.8962540962185864,0.37758115564898237,20,0.02388540625
cov_EllipticEnvelope,-11.934959979541333,0.6833778166215909,0.8962540962185864,0.37758115564898237,20,0.02388540625
cov_GraphicalLasso,-11.934959979541333,0.6833778166215909,0.8962540962185864,0.37758115564898237,20,0.02388540625
cov_GraphicalLassoCV,-11.934959979541333,0.6833778166215909,0.8962540962185864,0.37758115564898237,20,0.02388540625
cov-sq_OAS,-11.934959979541333,0.6833778166215909,0.8962540962185864,0.37758115564898237,20,0.02388540625
ce_kozachenko,-13.107570510756616,0.969761725768867,0.8261819609484656,0.1006715583469211,20,0.016349
pec_orth_log,-10.430144647792616,0.8963486906952807,0.36082046036988175,0.21790236631504986,20,0.01485
pec_orth_log_abs,-10.368725223236217,0.8861214771214756,0.3536213955982646,0.2322846089362385,20,0.014618
corr_spearman_tau-3-sq,-11.287622809778728,0.9697681639138238,0.4643216646692881,0.11109589126890847,20,0.012896
xcorr-sq_mean_sig-False,-11.673883746319358,1.6381865461031062,0.04040840234373478,0.17121901189385857,20,0.012471
corr_spearman_tau-1,-10.952579878835623,0.9197321492407495,0.43888378164415853,0.1152190638137745,20,0.011741
corr_spearman_tau-20-sq,-11.28977036452745,0.9612948646131892,0.4650099192942818,0.10579802013609485,20,0.011433
corr_spearman_tau-4-sq,-11.301928941113685,0.9606978967811997,0.4676702696711722,0.10671930786427204,20,0.011382
corr_spearman_tau-3,-11.24730229645591,0.9568358445525139,0.46176170290392266,0.11079937890449047,20,0.011379
corr_spearman_tau-1-sq,-11.355506215841313,0.9616028022205237,0.47688557797839437,0.10663935375890583,20,0.011371
corr_spearman_tau-2,-11.273327715235725,0.9521396465962815,0.46902858488379856,0.10509240987755171,20,0.011347
corr_spearman_tau-10,-11.327554785166841,0.9628944206835461,0.4702431862738309,0.11063372952180399,20,0.011294
corr_spearman_tau-5,-11.266981751825364,0.9547555098547913,0.4652885576702985,0.10769185829461675,20,0.011264
corr_spearman_tau-10-sq,-11.334047881150696,0.9589868600716078,0.4729268497350172,0.10385331644605011,20,0.011243
corr_spearman_tau-4,-11.265163427262816,0.9545529865657247,0.46591256827194744,0.1085247065050944,20,0.011215
corr_spearman_tau-2-sq,-11.200516566276901,0.9481414791219641,0.45885135802566535,0.1138984789149303,20,0.01119
corr_spearman_tau-5-sq,-11.302796778984877,0.9620090332968395,0.4674208793322616,0.10950836479592081,20,0.011139
corr_spearman_tau-20,-11.327052058221451,0.95759996730214,0.4713367740569354,0.11120668723180649,20,0.011098
xcorr_mean_sig-False,-11.437860503889198,1.575399499185922,0.009657969348915137,0.20210336821397173,20,0.010536
pec_orth,-9.798218888780742,0.7376492584297719,0.29960025404806934,0.21585298293912208,20,0.010094
ids,-12.966493596101838,0.8656658853984711,0.7344191881932447,0.13591619785772677,20,0.007558
